"Blooket Import Template",,,,,,,,,
Question #,Question Text,Answer 1,Answer 2,"Answer 3 (Optional)","Answer 4 (Optional)","Time Limit (sec) (Max: 300 seconds)","Correct Answer(s) (Only include Answer #)",,
493,"In a bag of marbles, 50% are yellow. You know there are 23 yellow marbles. How many total marbles are in the bag?",46,,,,60,,,typing
494,"In a bag of marbles, 60% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",35,,,,60,,,typing
495,"In a bag of marbles, 75% are orange. You know there are 54 orange marbles. How many total marbles are in the bag?",72,,,,60,,,typing
496,"In a bag of marbles, 30% are orange. You know there are 27 orange marbles. How many total marbles are in the bag?",90,,,,60,,,typing
497,"In a bag of marbles, 70% are yellow. You know there are 28 yellow marbles. How many total marbles are in the bag?",40,,,,60,,,typing
498,"In a bag of marbles, 70% are violet. You know there are 35 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
499,"In a bag of marbles, 40% are orange. You know there are 26 orange marbles. How many total marbles are in the bag?",65,,,,60,,,typing
500,"In a bag of marbles, 70% are orange. You know there are 35 orange marbles. How many total marbles are in the bag?",50,,,,60,,,typing
501,"In a bag of marbles, 20% are black. You know there are 19 black marbles. How many total marbles are in the bag?",95,,,,60,,,typing
502,"In a bag of marbles, 30% are white. You know there are 6 white marbles. How many total marbles are in the bag?",20,,,,60,,,typing
503,"In a bag of marbles, 25% are blue. You know there are 13 blue marbles. How many total marbles are in the bag?",52,,,,60,,,typing
504,"In a bag of marbles, 60% are red. You know there are 21 red marbles. How many total marbles are in the bag?",35,,,,60,,,typing
505,"In a bag of marbles, 75% are yellow. You know there are 39 yellow marbles. How many total marbles are in the bag?",52,,,,60,,,typing
506,"In a bag of marbles, 20% are yellow. You know there are 7 yellow marbles. How many total marbles are in the bag?",35,,,,60,,,typing
507,"In a bag of marbles, 10% are red. You know there are 4 red marbles. How many total marbles are in the bag?",40,,,,60,,,typing
508,"In a bag of marbles, 40% are yellow. You know there are 30 yellow marbles. How many total marbles are in the bag?",75,,,,60,,,typing
509,"In a bag of marbles, 60% are red. You know there are 39 red marbles. How many total marbles are in the bag?",65,,,,60,,,typing
510,"In a bag of marbles, 70% are orange. You know there are 56 orange marbles. How many total marbles are in the bag?",80,,,,60,,,typing
511,"In a bag of marbles, 30% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
512,"In a bag of marbles, 25% are violet. You know there are 18 violet marbles. How many total marbles are in the bag?",72,,,,60,,,typing
513,"In a bag of marbles, 10% are red. You know there are 8 red marbles. How many total marbles are in the bag?",80,,,,60,,,typing
514,"In a bag of marbles, 40% are white. You know there are 22 white marbles. How many total marbles are in the bag?",55,,,,60,,,typing
515,"In a bag of marbles, 25% are white. You know there are 6 white marbles. How many total marbles are in the bag?",24,,,,60,,,typing
516,"In a bag of marbles, 60% are orange. You know there are 54 orange marbles. How many total marbles are in the bag?",90,,,,60,,,typing
517,"In a bag of marbles, 30% are white. You know there are 18 white marbles. How many total marbles are in the bag?",60,,,,60,,,typing
518,"In a bag of marbles, 50% are yellow. You know there are 43 yellow marbles. How many total marbles are in the bag?",86,,,,60,,,typing
519,"In a bag of marbles, 10% are red. You know there are 9 red marbles. How many total marbles are in the bag?",90,,,,60,,,typing
520,"In a bag of marbles, 70% are yellow. You know there are 42 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
521,"In a bag of marbles, 50% are black. You know there are 46 black marbles. How many total marbles are in the bag?",92,,,,60,,,typing
522,"In a bag of marbles, 70% are green. You know there are 35 green marbles. How many total marbles are in the bag?",50,,,,60,,,typing
523,"In a bag of marbles, 25% are red. You know there are 10 red marbles. How many total marbles are in the bag?",40,,,,60,,,typing
524,"In a bag of marbles, 40% are white. You know there are 26 white marbles. How many total marbles are in the bag?",65,,,,60,,,typing
525,"In a bag of marbles, 30% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
526,"In a bag of marbles, 30% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
527,"In a bag of marbles, 75% are green. You know there are 69 green marbles. How many total marbles are in the bag?",92,,,,60,,,typing
528,"In a bag of marbles, 75% are violet. You know there are 27 violet marbles. How many total marbles are in the bag?",36,,,,60,,,typing
529,"In a bag of marbles, 60% are black. You know there are 30 black marbles. How many total marbles are in the bag?",50,,,,60,,,typing
530,"In a bag of marbles, 70% are red. You know there are 14 red marbles. How many total marbles are in the bag?",20,,,,60,,,typing
531,"In a bag of marbles, 20% are blue. You know there are 5 blue marbles. How many total marbles are in the bag?",25,,,,60,,,typing
532,"In a bag of marbles, 10% are blue. You know there are 8 blue marbles. How many total marbles are in the bag?",80,,,,60,,,typing
533,"In a bag of marbles, 10% are black. You know there are 6 black marbles. How many total marbles are in the bag?",60,,,,60,,,typing
534,"In a bag of marbles, 40% are red. You know there are 32 red marbles. How many total marbles are in the bag?",80,,,,60,,,typing
535,"In a bag of marbles, 10% are violet. You know there are 7 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
536,"In a bag of marbles, 20% are black. You know there are 4 black marbles. How many total marbles are in the bag?",20,,,,60,,,typing
537,"In a bag of marbles, 70% are white. You know there are 56 white marbles. How many total marbles are in the bag?",80,,,,60,,,typing
538,"In a bag of marbles, 25% are black. You know there are 24 black marbles. How many total marbles are in the bag?",96,,,,60,,,typing
539,"In a bag of marbles, 20% are red. You know there are 15 red marbles. How many total marbles are in the bag?",75,,,,60,,,typing
540,"In a bag of marbles, 60% are yellow. You know there are 12 yellow marbles. How many total marbles are in the bag?",20,,,,60,,,typing
541,"In a bag of marbles, 70% are violet. You know there are 28 violet marbles. How many total marbles are in the bag?",40,,,,60,,,typing
542,"In a bag of marbles, 40% are red. You know there are 34 red marbles. How many total marbles are in the bag?",85,,,,60,,,typing
543,"In a bag of marbles, 30% are blue. You know there are 18 blue marbles. How many total marbles are in the bag?",60,,,,60,,,typing
544,"In a bag of marbles, 60% are white. You know there are 15 white marbles. How many total marbles are in the bag?",25,,,,60,,,typing
545,"In a bag of marbles, 20% are yellow. You know there are 14 yellow marbles. How many total marbles are in the bag?",70,,,,60,,,typing
546,"In a bag of marbles, 70% are black. You know there are 14 black marbles. How many total marbles are in the bag?",20,,,,60,,,typing
547,"In a bag of marbles, 50% are orange. You know there are 43 orange marbles. How many total marbles are in the bag?",86,,,,60,,,typing
548,"In a bag of marbles, 75% are blue. You know there are 39 blue marbles. How many total marbles are in the bag?",52,,,,60,,,typing
549,"In a bag of marbles, 75% are violet. You know there are 39 violet marbles. How many total marbles are in the bag?",52,,,,60,,,typing
550,"In a bag of marbles, 50% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",42,,,,60,,,typing
551,"In a bag of marbles, 10% are yellow. You know there are 5 yellow marbles. How many total marbles are in the bag?",50,,,,60,,,typing
552,"In a bag of marbles, 30% are blue. You know there are 9 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
553,"In a bag of marbles, 75% are violet. You know there are 48 violet marbles. How many total marbles are in the bag?",64,,,,60,,,typing
554,"In a bag of marbles, 70% are green. You know there are 21 green marbles. How many total marbles are in the bag?",30,,,,60,,,typing
555,"In a bag of marbles, 30% are orange. You know there are 9 orange marbles. How many total marbles are in the bag?",30,,,,60,,,typing
556,"In a bag of marbles, 70% are yellow. You know there are 21 yellow marbles. How many total marbles are in the bag?",30,,,,60,,,typing
557,"In a bag of marbles, 70% are orange. You know there are 35 orange marbles. How many total marbles are in the bag?",50,,,,60,,,typing
558,"In a bag of marbles, 25% are red. You know there are 12 red marbles. How many total marbles are in the bag?",48,,,,60,,,typing
559,"In a bag of marbles, 75% are black. You know there are 18 black marbles. How many total marbles are in the bag?",24,,,,60,,,typing
560,"In a bag of marbles, 25% are black. You know there are 24 black marbles. How many total marbles are in the bag?",96,,,,60,,,typing
561,"In a bag of marbles, 30% are black. You know there are 9 black marbles. How many total marbles are in the bag?",30,,,,60,,,typing
562,"In a bag of marbles, 10% are white. You know there are 7 white marbles. How many total marbles are in the bag?",70,,,,60,,,typing
563,"In a bag of marbles, 40% are yellow. You know there are 36 yellow marbles. How many total marbles are in the bag?",90,,,,60,,,typing
564,"In a bag of marbles, 40% are blue. You know there are 18 blue marbles. How many total marbles are in the bag?",45,,,,60,,,typing
565,"In a bag of marbles, 25% are green. You know there are 5 green marbles. How many total marbles are in the bag?",20,,,,60,,,typing
566,"In a bag of marbles, 60% are red. You know there are 21 red marbles. How many total marbles are in the bag?",35,,,,60,,,typing
567,"In a bag of marbles, 30% are green. You know there are 18 green marbles. How many total marbles are in the bag?",60,,,,60,,,typing
568,"In a bag of marbles, 10% are green. You know there are 9 green marbles. How many total marbles are in the bag?",90,,,,60,,,typing
569,"In a bag of marbles, 60% are black. You know there are 54 black marbles. How many total marbles are in the bag?",90,,,,60,,,typing
570,"In a bag of marbles, 60% are blue. You know there are 39 blue marbles. How many total marbles are in the bag?",65,,,,60,,,typing
571,"In a bag of marbles, 20% are red. You know there are 16 red marbles. How many total marbles are in the bag?",80,,,,60,,,typing
572,"In a bag of marbles, 10% are green. You know there are 6 green marbles. How many total marbles are in the bag?",60,,,,60,,,typing
573,"In a bag of marbles, 40% are white. You know there are 38 white marbles. How many total marbles are in the bag?",95,,,,60,,,typing
574,"In a bag of marbles, 70% are green. You know there are 56 green marbles. How many total marbles are in the bag?",80,,,,60,,,typing
575,"In a bag of marbles, 70% are orange. You know there are 56 orange marbles. How many total marbles are in the bag?",80,,,,60,,,typing
576,"In a bag of marbles, 50% are blue. You know there are 14 blue marbles. How many total marbles are in the bag?",28,,,,60,,,typing
577,"In a bag of marbles, 40% are white. You know there are 34 white marbles. How many total marbles are in the bag?",85,,,,60,,,typing
578,"In a bag of marbles, 40% are blue. You know there are 36 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
579,"In a bag of marbles, 50% are black. You know there are 10 black marbles. How many total marbles are in the bag?",20,,,,60,,,typing
580,"In a bag of marbles, 70% are green. You know there are 28 green marbles. How many total marbles are in the bag?",40,,,,60,,,typing
581,"In a bag of marbles, 40% are violet. You know there are 10 violet marbles. How many total marbles are in the bag?",25,,,,60,,,typing
582,"In a bag of marbles, 25% are blue. You know there are 10 blue marbles. How many total marbles are in the bag?",40,,,,60,,,typing
583,"In a bag of marbles, 75% are orange. You know there are 15 orange marbles. How many total marbles are in the bag?",20,,,,60,,,typing
584,"In a bag of marbles, 10% are violet. You know there are 7 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
585,"In a bag of marbles, 30% are red. You know there are 6 red marbles. How many total marbles are in the bag?",20,,,,60,,,typing
586,"In a bag of marbles, 25% are green. You know there are 22 green marbles. How many total marbles are in the bag?",88,,,,60,,,typing
587,"In a bag of marbles, 60% are white. You know there are 39 white marbles. How many total marbles are in the bag?",65,,,,60,,,typing
588,"In a bag of marbles, 60% are orange. You know there are 24 orange marbles. How many total marbles are in the bag?",40,,,,60,,,typing
589,"In a bag of marbles, 40% are black. You know there are 38 black marbles. How many total marbles are in the bag?",95,,,,60,,,typing
590,"In a bag of marbles, 70% are blue. You know there are 49 blue marbles. How many total marbles are in the bag?",70,,,,60,,,typing
591,"In a bag of marbles, 50% are yellow. You know there are 38 yellow marbles. How many total marbles are in the bag?",76,,,,60,,,typing
592,"In a bag of marbles, 70% are green. You know there are 56 green marbles. How many total marbles are in the bag?",80,,,,60,,,typing
593,"In a bag of marbles, 40% are blue. You know there are 16 blue marbles. How many total marbles are in the bag?",40,,,,60,,,typing
594,"In a bag of marbles, 25% are violet. You know there are 12 violet marbles. How many total marbles are in the bag?",48,,,,60,,,typing
595,"In a bag of marbles, 40% are black. You know there are 32 black marbles. How many total marbles are in the bag?",80,,,,60,,,typing
596,"In a bag of marbles, 70% are white. You know there are 42 white marbles. How many total marbles are in the bag?",60,,,,60,,,typing
597,"In a bag of marbles, 30% are violet. You know there are 18 violet marbles. How many total marbles are in the bag?",60,,,,60,,,typing
598,"In a bag of marbles, 10% are white. You know there are 2 white marbles. How many total marbles are in the bag?",20,,,,60,,,typing
599,"In a bag of marbles, 75% are green. You know there are 33 green marbles. How many total marbles are in the bag?",44,,,,60,,,typing
600,"In a bag of marbles, 20% are yellow. You know there are 17 yellow marbles. How many total marbles are in the bag?",85,,,,60,,,typing
601,"In a bag of marbles, 40% are yellow. You know there are 28 yellow marbles. How many total marbles are in the bag?",70,,,,60,,,typing
602,"In a bag of marbles, 20% are orange. You know there are 17 orange marbles. How many total marbles are in the bag?",85,,,,60,,,typing
603,"In a bag of marbles, 50% are green. You know there are 33 green marbles. How many total marbles are in the bag?",66,,,,60,,,typing
604,"In a bag of marbles, 25% are red. You know there are 13 red marbles. How many total marbles are in the bag?",52,,,,60,,,typing
605,"In a bag of marbles, 30% are white. You know there are 24 white marbles. How many total marbles are in the bag?",80,,,,60,,,typing
606,"In a bag of marbles, 30% are yellow. You know there are 24 yellow marbles. How many total marbles are in the bag?",80,,,,60,,,typing
607,"In a bag of marbles, 30% are yellow. You know there are 18 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
608,"In a bag of marbles, 70% are black. You know there are 42 black marbles. How many total marbles are in the bag?",60,,,,60,,,typing
609,"In a bag of marbles, 60% are black. You know there are 45 black marbles. How many total marbles are in the bag?",75,,,,60,,,typing
610,"In a bag of marbles, 30% are white. You know there are 12 white marbles. How many total marbles are in the bag?",40,,,,60,,,typing
611,"In a bag of marbles, 60% are blue. You know there are 54 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
612,"In a bag of marbles, 25% are yellow. You know there are 6 yellow marbles. How many total marbles are in the bag?",24,,,,60,,,typing
613,"In a bag of marbles, 75% are yellow. You know there are 42 yellow marbles. How many total marbles are in the bag?",56,,,,60,,,typing
614,"In a bag of marbles, 60% are white. You know there are 39 white marbles. How many total marbles are in the bag?",65,,,,60,,,typing
615,"In a bag of marbles, 50% are orange. You know there are 24 orange marbles. How many total marbles are in the bag?",48,,,,60,,,typing
616,"In a bag of marbles, 60% are red. You know there are 51 red marbles. How many total marbles are in the bag?",85,,,,60,,,typing
617,"In a bag of marbles, 10% are orange. You know there are 2 orange marbles. How many total marbles are in the bag?",20,,,,60,,,typing
618,"In a bag of marbles, 30% are green. You know there are 12 green marbles. How many total marbles are in the bag?",40,,,,60,,,typing
619,"In a bag of marbles, 50% are green. You know there are 43 green marbles. How many total marbles are in the bag?",86,,,,60,,,typing
620,"In a bag of marbles, 70% are violet. You know there are 35 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
621,"In a bag of marbles, 20% are white. You know there are 10 white marbles. How many total marbles are in the bag?",50,,,,60,,,typing
622,"In a bag of marbles, 20% are orange. You know there are 17 orange marbles. How many total marbles are in the bag?",85,,,,60,,,typing
623,"In a bag of marbles, 75% are red. You know there are 51 red marbles. How many total marbles are in the bag?",68,,,,60,,,typing
624,"In a bag of marbles, 30% are orange. You know there are 24 orange marbles. How many total marbles are in the bag?",80,,,,60,,,typing
625,"In a bag of marbles, 60% are yellow. You know there are 36 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
626,"In a bag of marbles, 30% are blue. You know there are 27 blue marbles. How many total marbles are in the bag?",90,,,,60,,,typing
627,"In a bag of marbles, 25% are yellow. You know there are 15 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
628,"In a bag of marbles, 70% are red. You know there are 56 red marbles. How many total marbles are in the bag?",80,,,,60,,,typing
629,"In a bag of marbles, 75% are orange. You know there are 72 orange marbles. How many total marbles are in the bag?",96,,,,60,,,typing
630,"In a bag of marbles, 25% are yellow. You know there are 22 yellow marbles. How many total marbles are in the bag?",88,,,,60,,,typing
631,"In a bag of marbles, 20% are black. You know there are 15 black marbles. How many total marbles are in the bag?",75,,,,60,,,typing
632,"In a bag of marbles, 10% are yellow. You know there are 6 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
633,"In a bag of marbles, 10% are black. You know there are 6 black marbles. How many total marbles are in the bag?",60,,,,60,,,typing
634,"In a bag of marbles, 60% are white. You know there are 12 white marbles. How many total marbles are in the bag?",20,,,,60,,,typing
635,"In a bag of marbles, 75% are orange. You know there are 54 orange marbles. How many total marbles are in the bag?",72,,,,60,,,typing
636,"In a bag of marbles, 20% are white. You know there are 17 white marbles. How many total marbles are in the bag?",85,,,,60,,,typing
637,"In a bag of marbles, 10% are orange. You know there are 2 orange marbles. How many total marbles are in the bag?",20,,,,60,,,typing
638,"In a bag of marbles, 25% are yellow. You know there are 8 yellow marbles. How many total marbles are in the bag?",32,,,,60,,,typing
639,"In a bag of marbles, 20% are blue. You know there are 5 blue marbles. How many total marbles are in the bag?",25,,,,60,,,typing
640,"In a bag of marbles, 10% are yellow. You know there are 4 yellow marbles. How many total marbles are in the bag?",40,,,,60,,,typing
641,"In a bag of marbles, 20% are red. You know there are 17 red marbles. How many total marbles are in the bag?",85,,,,60,,,typing
642,"In a bag of marbles, 75% are orange. You know there are 33 orange marbles. How many total marbles are in the bag?",44,,,,60,,,typing
643,"In a bag of marbles, 50% are yellow. You know there are 17 yellow marbles. How many total marbles are in the bag?",34,,,,60,,,typing
644,"In a bag of marbles, 50% are white. You know there are 13 white marbles. How many total marbles are in the bag?",26,,,,60,,,typing
645,"In a bag of marbles, 20% are red. You know there are 19 red marbles. How many total marbles are in the bag?",95,,,,60,,,typing
646,"In a bag of marbles, 25% are violet. You know there are 11 violet marbles. How many total marbles are in the bag?",44,,,,60,,,typing
647,"In a bag of marbles, 30% are green. You know there are 27 green marbles. How many total marbles are in the bag?",90,,,,60,,,typing
648,"In a bag of marbles, 75% are white. You know there are 48 white marbles. How many total marbles are in the bag?",64,,,,60,,,typing
649,"In a bag of marbles, 10% are yellow. You know there are 5 yellow marbles. How many total marbles are in the bag?",50,,,,60,,,typing
650,"In a bag of marbles, 20% are violet. You know there are 8 violet marbles. How many total marbles are in the bag?",40,,,,60,,,typing
651,"In a bag of marbles, 40% are white. You know there are 20 white marbles. How many total marbles are in the bag?",50,,,,60,,,typing
652,"In a bag of marbles, 40% are white. You know there are 34 white marbles. How many total marbles are in the bag?",85,,,,60,,,typing
653,"In a bag of marbles, 40% are orange. You know there are 12 orange marbles. How many total marbles are in the bag?",30,,,,60,,,typing
654,"In a bag of marbles, 70% are yellow. You know there are 28 yellow marbles. How many total marbles are in the bag?",40,,,,60,,,typing
655,"In a bag of marbles, 60% are red. You know there are 48 red marbles. How many total marbles are in the bag?",80,,,,60,,,typing
656,"In a bag of marbles, 25% are yellow. You know there are 10 yellow marbles. How many total marbles are in the bag?",40,,,,60,,,typing
657,"In a bag of marbles, 50% are black. You know there are 10 black marbles. How many total marbles are in the bag?",20,,,,60,,,typing
658,"In a bag of marbles, 30% are red. You know there are 21 red marbles. How many total marbles are in the bag?",70,,,,60,,,typing
659,"In a bag of marbles, 10% are violet. You know there are 4 violet marbles. How many total marbles are in the bag?",40,,,,60,,,typing
660,"In a bag of marbles, 70% are red. You know there are 28 red marbles. How many total marbles are in the bag?",40,,,,60,,,typing
661,"In a bag of marbles, 30% are red. You know there are 27 red marbles. How many total marbles are in the bag?",90,,,,60,,,typing
662,"In a bag of marbles, 20% are orange. You know there are 9 orange marbles. How many total marbles are in the bag?",45,,,,60,,,typing
663,"In a bag of marbles, 25% are green. You know there are 21 green marbles. How many total marbles are in the bag?",84,,,,60,,,typing
664,"In a bag of marbles, 50% are red. You know there are 17 red marbles. How many total marbles are in the bag?",34,,,,60,,,typing
665,"In a bag of marbles, 10% are white. You know there are 8 white marbles. How many total marbles are in the bag?",80,,,,60,,,typing
666,"In a bag of marbles, 50% are orange. You know there are 31 orange marbles. How many total marbles are in the bag?",62,,,,60,,,typing
667,"In a bag of marbles, 20% are red. You know there are 7 red marbles. How many total marbles are in the bag?",35,,,,60,,,typing
668,"In a bag of marbles, 50% are white. You know there are 36 white marbles. How many total marbles are in the bag?",72,,,,60,,,typing
669,"In a bag of marbles, 50% are white. You know there are 31 white marbles. How many total marbles are in the bag?",62,,,,60,,,typing
670,"In a bag of marbles, 75% are yellow. You know there are 60 yellow marbles. How many total marbles are in the bag?",80,,,,60,,,typing
671,"In a bag of marbles, 50% are violet. You know there are 26 violet marbles. How many total marbles are in the bag?",52,,,,60,,,typing
672,"In a bag of marbles, 10% are yellow. You know there are 6 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
673,"In a bag of marbles, 25% are blue. You know there are 6 blue marbles. How many total marbles are in the bag?",24,,,,60,,,typing
674,"In a bag of marbles, 25% are orange. You know there are 15 orange marbles. How many total marbles are in the bag?",60,,,,60,,,typing
675,"In a bag of marbles, 30% are white. You know there are 15 white marbles. How many total marbles are in the bag?",50,,,,60,,,typing
676,"In a bag of marbles, 25% are yellow. You know there are 11 yellow marbles. How many total marbles are in the bag?",44,,,,60,,,typing
677,"In a bag of marbles, 40% are green. You know there are 34 green marbles. How many total marbles are in the bag?",85,,,,60,,,typing
678,"In a bag of marbles, 75% are green. You know there are 45 green marbles. How many total marbles are in the bag?",60,,,,60,,,typing
679,"In a bag of marbles, 10% are white. You know there are 7 white marbles. How many total marbles are in the bag?",70,,,,60,,,typing
680,"In a bag of marbles, 20% are yellow. You know there are 14 yellow marbles. How many total marbles are in the bag?",70,,,,60,,,typing
681,"In a bag of marbles, 75% are yellow. You know there are 27 yellow marbles. How many total marbles are in the bag?",36,,,,60,,,typing
682,"In a bag of marbles, 75% are blue. You know there are 60 blue marbles. How many total marbles are in the bag?",80,,,,60,,,typing
683,"In a bag of marbles, 60% are red. You know there are 24 red marbles. How many total marbles are in the bag?",40,,,,60,,,typing
684,"In a bag of marbles, 25% are blue. You know there are 23 blue marbles. How many total marbles are in the bag?",92,,,,60,,,typing
685,"In a bag of marbles, 60% are violet. You know there are 15 violet marbles. How many total marbles are in the bag?",25,,,,60,,,typing
686,"In a bag of marbles, 25% are blue. You know there are 5 blue marbles. How many total marbles are in the bag?",20,,,,60,,,typing
687,"In a bag of marbles, 25% are red. You know there are 15 red marbles. How many total marbles are in the bag?",60,,,,60,,,typing
688,"In a bag of marbles, 50% are orange. You know there are 36 orange marbles. How many total marbles are in the bag?",72,,,,60,,,typing
689,"In a bag of marbles, 60% are yellow. You know there are 36 yellow marbles. How many total marbles are in the bag?",60,,,,60,,,typing
690,"In a bag of marbles, 30% are orange. You know there are 24 orange marbles. How many total marbles are in the bag?",80,,,,60,,,typing
691,"In a bag of marbles, 75% are white. You know there are 66 white marbles. How many total marbles are in the bag?",88,,,,60,,,typing
692,"In a bag of marbles, 25% are yellow. You know there are 5 yellow marbles. How many total marbles are in the bag?",20,,,,60,,,typing
693,"In a bag of marbles, 20% are violet. You know there are 11 violet marbles. How many total marbles are in the bag?",55,,,,60,,,typing
694,"In a bag of marbles, 20% are green. You know there are 11 green marbles. How many total marbles are in the bag?",55,,,,60,,,typing
695,"In a bag of marbles, 70% are yellow. You know there are 28 yellow marbles. How many total marbles are in the bag?",40,,,,60,,,typing
696,"In a bag of marbles, 40% are yellow. You know there are 16 yellow marbles. How many total marbles are in the bag?",40,,,,60,,,typing
697,"In a bag of marbles, 75% are blue. You know there are 15 blue marbles. How many total marbles are in the bag?",20,,,,60,,,typing
698,"In a bag of marbles, 10% are black. You know there are 9 black marbles. How many total marbles are in the bag?",90,,,,60,,,typing
699,"In a bag of marbles, 25% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",84,,,,60,,,typing
700,"In a bag of marbles, 75% are violet. You know there are 69 violet marbles. How many total marbles are in the bag?",92,,,,60,,,typing
701,"In a bag of marbles, 60% are black. You know there are 12 black marbles. How many total marbles are in the bag?",20,,,,60,,,typing
702,"In a bag of marbles, 50% are white. You know there are 46 white marbles. How many total marbles are in the bag?",92,,,,60,,,typing
703,"In a bag of marbles, 75% are black. You know there are 63 black marbles. How many total marbles are in the bag?",84,,,,60,,,typing
704,"In a bag of marbles, 50% are green. You know there are 21 green marbles. How many total marbles are in the bag?",42,,,,60,,,typing
705,"In a bag of marbles, 20% are blue. You know there are 6 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
706,"In a bag of marbles, 25% are black. You know there are 24 black marbles. How many total marbles are in the bag?",96,,,,60,,,typing
707,"In a bag of marbles, 10% are blue. You know there are 3 blue marbles. How many total marbles are in the bag?",30,,,,60,,,typing
708,"In a bag of marbles, 60% are green. You know there are 24 green marbles. How many total marbles are in the bag?",40,,,,60,,,typing
709,"In a bag of marbles, 60% are white. You know there are 12 white marbles. How many total marbles are in the bag?",20,,,,60,,,typing
710,"In a bag of marbles, 25% are blue. You know there are 24 blue marbles. How many total marbles are in the bag?",96,,,,60,,,typing
711,"In a bag of marbles, 40% are violet. You know there are 14 violet marbles. How many total marbles are in the bag?",35,,,,60,,,typing
712,"In a bag of marbles, 40% are violet. You know there are 20 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
713,"In a bag of marbles, 50% are blue. You know there are 43 blue marbles. How many total marbles are in the bag?",86,,,,60,,,typing
714,"In a bag of marbles, 30% are green. You know there are 18 green marbles. How many total marbles are in the bag?",60,,,,60,,,typing
715,"In a bag of marbles, 30% are orange. You know there are 18 orange marbles. How many total marbles are in the bag?",60,,,,60,,,typing
716,"In a bag of marbles, 30% are violet. You know there are 21 violet marbles. How many total marbles are in the bag?",70,,,,60,,,typing
717,"In a bag of marbles, 10% are white. You know there are 2 white marbles. How many total marbles are in the bag?",20,,,,60,,,typing
718,"In a bag of marbles, 70% are green. You know there are 28 green marbles. How many total marbles are in the bag?",40,,,,60,,,typing
719,"In a bag of marbles, 10% are black. You know there are 9 black marbles. How many total marbles are in the bag?",90,,,,60,,,typing
720,"In a bag of marbles, 70% are violet. You know there are 14 violet marbles. How many total marbles are in the bag?",20,,,,60,,,typing
721,"In a bag of marbles, 30% are violet. You know there are 24 violet marbles. How many total marbles are in the bag?",80,,,,60,,,typing
722,"In a bag of marbles, 20% are black. You know there are 12 black marbles. How many total marbles are in the bag?",60,,,,60,,,typing
723,"In a bag of marbles, 20% are blue. You know there are 17 blue marbles. How many total marbles are in the bag?",85,,,,60,,,typing
724,"In a bag of marbles, 10% are violet. You know there are 3 violet marbles. How many total marbles are in the bag?",30,,,,60,,,typing
725,"In a bag of marbles, 10% are green. You know there are 3 green marbles. How many total marbles are in the bag?",30,,,,60,,,typing
726,"In a bag of marbles, 75% are blue. You know there are 36 blue marbles. How many total marbles are in the bag?",48,,,,60,,,typing
727,"In a bag of marbles, 10% are black. You know there are 9 black marbles. How many total marbles are in the bag?",90,,,,60,,,typing
728,"In a bag of marbles, 70% are orange. You know there are 35 orange marbles. How many total marbles are in the bag?",50,,,,60,,,typing
729,"In a bag of marbles, 25% are white. You know there are 17 white marbles. How many total marbles are in the bag?",68,,,,60,,,typing
730,"In a bag of marbles, 40% are orange. You know there are 24 orange marbles. How many total marbles are in the bag?",60,,,,60,,,typing
731,"In a bag of marbles, 40% are orange. You know there are 36 orange marbles. How many total marbles are in the bag?",90,,,,60,,,typing
732,"In a bag of marbles, 40% are blue. You know there are 38 blue marbles. How many total marbles are in the bag?",95,,,,60,,,typing
733,"In a bag of marbles, 75% are blue. You know there are 39 blue marbles. How many total marbles are in the bag?",52,,,,60,,,typing
734,"In a bag of marbles, 75% are violet. You know there are 30 violet marbles. How many total marbles are in the bag?",40,,,,60,,,typing
735,"In a bag of marbles, 25% are black. You know there are 17 black marbles. How many total marbles are in the bag?",68,,,,60,,,typing
736,"In a bag of marbles, 40% are green. You know there are 24 green marbles. How many total marbles are in the bag?",60,,,,60,,,typing
737,"In a bag of marbles, 10% are violet. You know there are 6 violet marbles. How many total marbles are in the bag?",60,,,,60,,,typing
738,"In a bag of marbles, 10% are violet. You know there are 5 violet marbles. How many total marbles are in the bag?",50,,,,60,,,typing
