"Blooket
Import Template",,,,,,,,,
386,"Convert 60° to radians.",5π/4,3π/2,2π/3,π/3,20,4,,
387,"Convert 3π/4 to degrees.",60°,135°,90°,315°,20,2,,
387,"Convert 90° to radians.",π/2,7π/4,3π/4,5π/4,20,1,,
388,"Convert π/2 to degrees.",90°,270°,180°,45°,20,1,,
388,"Convert 225° to radians.",7π/6,π/6,5π/4,3π/2,20,3,,
389,"Convert 2π/3 to degrees.",0°,135°,120°,90°,20,3,,
389,"Convert 90° to radians.",11π/6,3π/2,π/4,π/2,20,4,,
390,"Convert 3π/4 to degrees.",225°,315°,135°,180°,20,3,,
390,"Convert 45° to radians.",3π/4,4π/3,π/4,5π/3,20,3,,
391,"Convert π/2 to degrees.",225°,60°,30°,90°,20,4,,
391,"Convert 330° to radians.",2π,7π/4,5π/3,11π/6,20,4,,
392,"Convert 2π to degrees.",120°,135°,360°,315°,20,3,,
392,"Convert 225° to radians.",5π/4,3π/4,3π/2,π,20,1,,
393,"Convert 7π/6 to degrees.",45°,180°,210°,225°,20,3,,
393,"Convert 300° to radians.",2π,5π/3,7π/6,4π/3,20,2,,
394,"Convert 4π/3 to degrees.",60°,180°,270°,240°,20,4,,
394,"Convert 135° to radians.",2π,2π/3,7π/6,3π/4,20,4,,
395,"Convert 5π/4 to degrees.",30°,210°,240°,225°,20,4,,
395,"Convert 150° to radians.",5π/6,3π/2,0,5π/3,20,1,,
396,"Convert π/2 to degrees.",270°,90°,330°,210°,20,2,,
396,"Convert 210° to radians.",7π/4,7π/6,π/2,π/3,20,2,,
397,"Convert 7π/6 to degrees.",330°,135°,90°,210°,20,4,,
397,"Convert 240° to radians.",4π/3,2π/3,11π/6,2π,20,1,,
398,"Convert π/3 to degrees.",135°,240°,225°,60°,20,4,,
398,"Convert 270° to radians.",2π/3,π/2,3π/2,π,20,3,,
399,"Convert 5π/3 to degrees.",120°,300°,210°,150°,20,2,,
399,"Convert 300° to radians.",7π/4,0,2π,5π/3,20,4,,
400,"Convert π to degrees.",45°,135°,180°,240°,20,3,,
400,"Convert 60° to radians.",7π/4,3π/4,5π/4,π/3,20,4,,
401,"Convert π/4 to degrees.",150°,45°,0°,360°,20,2,,
401,"Convert 225° to radians.",5π/4,4π/3,7π/6,11π/6,20,1,,
402,"Convert 5π/3 to degrees.",225°,300°,210°,135°,20,2,,
402,"Convert 30° to radians.",2π,5π/3,7π/6,π/6,20,4,,
403,"Convert 2π to degrees.",30°,330°,225°,360°,20,4,,
403,"Convert 270° to radians.",7π/6,π/6,5π/6,3π/2,20,4,,
404,"Convert 5π/4 to degrees.",225°,300°,60°,210°,20,1,,
404,"Convert 120° to radians.",5π/4,π/4,π/6,2π/3,20,4,,
405,"Convert 2π/3 to degrees.",120°,240°,270°,210°,20,1,,
405,"Convert 270° to radians.",π/4,3π/2,5π/4,7π/6,20,2,,
406,"Convert π/3 to degrees.",45°,60°,180°,210°,20,2,,
406,"Convert 180° to radians.",π,π/4,7π/4,4π/3,20,1,,
407,"Convert 3π/4 to degrees.",135°,60°,315°,180°,20,1,,
407,"Convert 30° to radians.",4π/3,5π/4,π/6,5π/3,20,3,,
408,"Convert 4π/3 to degrees.",240°,90°,0°,360°,20,1,,
408,"Convert 315° to radians.",π/2,π/3,7π/4,4π/3,20,3,,
409,"Convert 2π/3 to degrees.",60°,270°,120°,210°,20,3,,
409,"Convert 60° to radians.",5π/6,2π,0,π/3,20,4,,
410,"Convert π/6 to degrees.",225°,180°,210°,30°,20,4,,
410,"Convert 210° to radians.",7π/6,π/4,π/3,5π/4,20,1,,
411,"Convert 3π/4 to degrees.",300°,120°,135°,60°,20,3,,
411,"Convert 180° to radians.",5π/3,π,5π/4,2π/3,20,2,,
412,"Convert 4π/3 to degrees.",120°,30°,240°,90°,20,3,,
412,"Convert 360° to radians.",3π/4,2π,0,4π/3,20,2,,
413,"Convert π to degrees.",270°,180°,315°,210°,20,2,,
413,"Convert 60° to radians.",5π/6,0,π/3,7π/6,20,3,,
414,"Convert 4π/3 to degrees.",120°,225°,240°,330°,20,3,,
414,"Convert 60° to radians.",π/3,0,3π/2,π/6,20,1,,
415,"Convert 3π/4 to degrees.",135°,30°,225°,90°,20,1,,
415,"Convert 180° to radians.",0,π,5π/4,7π/6,20,2,,
416,"Convert π/4 to degrees.",120°,45°,30°,240°,20,2,,
416,"Convert 120° to radians.",11π/6,2π,π/3,2π/3,20,4,,
417,"Convert 2π to degrees.",360°,135°,60°,45°,20,1,,
417,"Convert 360° to radians.",4π/3,5π/4,2π,π/3,20,3,,
418,"Convert π/2 to degrees.",60°,270°,90°,150°,20,3,,
418,"Convert 135° to radians.",5π/4,3π/4,7π/6,π/4,20,2,,
419,"Convert π/6 to degrees.",30°,360°,225°,0°,20,1,,
419,"Convert 330° to radians.",2π,11π/6,0,π/3,20,2,,
420,"Convert π/2 to degrees.",90°,300°,180°,330°,20,1,,
420,"Convert 60° to radians.",7π/6,3π/2,π/3,π,20,3,,
421,"Convert 4π/3 to degrees.",60°,240°,0°,300°,20,2,,
421,"Convert 240° to radians.",5π/3,4π/3,2π,2π/3,20,2,,
422,"Convert 3π/2 to degrees.",30°,360°,180°,270°,20,4,,
422,"Convert 240° to radians.",3π/4,4π/3,3π/2,π/4,20,2,,
423,"Convert π to degrees.",120°,60°,180°,135°,20,3,,
423,"Convert 240° to radians.",π,3π/4,3π/2,4π/3,20,4,,
424,"Convert π/6 to degrees.",120°,30°,360°,180°,20,2,,
424,"Convert 60° to radians.",0,3π/2,π/3,π,20,3,,
425,"Convert π/4 to degrees.",45°,120°,360°,150°,20,1,,
425,"Convert 120° to radians.",3π/4,2π/3,5π/3,π/4,20,2,,
426,"Convert π/6 to degrees.",180°,30°,225°,210°,20,2,,
426,"Convert 30° to radians.",3π/2,π/6,π/4,7π/6,20,2,,
427,"Convert π/6 to degrees.",30°,135°,150°,240°,20,1,,
427,"Convert 30° to radians.",5π/4,π/6,2π,π,20,2,,
428,"Convert 0 to degrees.",30°,45°,0°,300°,20,3,,
428,"Convert 0° to radians.",3π/4,11π/6,0,5π/4,20,3,,
429,"Convert π/3 to degrees.",45°,270°,0°,60°,20,4,,
429,"Convert 240° to radians.",4π/3,π,5π/3,7π/4,20,1,,
430,"Convert 3π/4 to degrees.",135°,90°,225°,0°,20,1,,
430,"Convert 210° to radians.",7π/6,3π/4,π/4,π/3,20,1,,
431,"Convert π/2 to degrees.",135°,360°,270°,90°,20,4,,
431,"Convert 120° to radians.",π/6,5π/6,2π/3,4π/3,20,3,,
432,"Convert 3π/4 to degrees.",90°,270°,135°,360°,20,3,,
432,"Convert 330° to radians.",11π/6,π/2,7π/4,π/3,20,1,,
433,"Convert 2π to degrees.",90°,360°,330°,150°,20,2,,
433,"Convert 300° to radians.",3π/2,3π/4,5π/3,11π/6,20,3,,
434,"Convert π/3 to degrees.",240°,315°,300°,60°,20,4,,
434,"Convert 240° to radians.",7π/6,5π/6,π/4,4π/3,20,4,,
435,"Convert π/6 to degrees.",330°,30°,120°,210°,20,2,,
435,"Convert 30° to radians.",2π/3,π/3,π/6,5π/4,20,3,,
436,"Convert 7π/6 to degrees.",240°,210°,180°,330°,20,2,,
436,"Convert 150° to radians.",π/2,5π/3,5π/6,2π/3,20,3,,
437,"Convert 11π/6 to degrees.",270°,45°,180°,330°,20,4,,
437,"Convert 330° to radians.",11π/6,0,3π/4,π/6,20,1,,
438,"Convert 7π/6 to degrees.",120°,60°,210°,90°,20,3,,
438,"Convert 45° to radians.",11π/6,2π/3,π/4,7π/6,20,3,,
439,"Convert 3π/2 to degrees.",360°,0°,300°,270°,20,4,,
439,"Convert 60° to radians.",5π/6,7π/4,π/3,π/2,20,3,,
440,"Convert π/2 to degrees.",30°,90°,210°,0°,20,2,,
440,"Convert 0° to radians.",7π/6,11π/6,0,4π/3,20,3,,
441,"Convert 7π/6 to degrees.",360°,315°,45°,210°,20,4,,
441,"Convert 225° to radians.",5π/4,7π/6,11π/6,π/3,20,1,,
442,"Convert 7π/4 to degrees.",90°,315°,45°,60°,20,2,,
442,"Convert 60° to radians.",7π/4,π/3,π/2,π/6,20,2,,
443,"Convert 2π/3 to degrees.",0°,45°,120°,330°,20,3,,
443,"Convert 240° to radians.",π,3π/2,5π/3,4π/3,20,4,,
444,"Convert 4π/3 to degrees.",60°,300°,240°,270°,20,3,,
444,"Convert 45° to radians.",3π/2,4π/3,π/4,π/6,20,3,,
445,"Convert 7π/4 to degrees.",315°,210°,60°,225°,20,1,,
445,"Convert 330° to radians.",3π/4,11π/6,π/4,4π/3,20,2,,
446,"Convert 7π/6 to degrees.",210°,225°,90°,0°,20,1,,
446,"Convert 135° to radians.",5π/6,3π/4,4π/3,5π/3,20,2,,
447,"Convert π to degrees.",225°,180°,120°,210°,20,2,,
447,"Convert 360° to radians.",π/2,11π/6,5π/3,2π,20,4,,
448,"Convert π to degrees.",60°,270°,180°,120°,20,3,,
448,"Convert 120° to radians.",5π/3,π/6,11π/6,2π/3,20,4,,
449,"Convert 7π/4 to degrees.",30°,210°,150°,315°,20,4,,
449,"Convert 240° to radians.",π,7π/4,7π/6,4π/3,20,4,,
450,"Convert π/2 to degrees.",225°,315°,90°,120°,20,3,,
450,"Convert 210° to radians.",π/4,2π/3,7π/6,5π/3,20,3,,
451,"Convert 2π/3 to degrees.",330°,135°,60°,120°,20,4,,
451,"Convert 330° to radians.",11π/6,π,3π/4,2π,20,1,,
452,"Convert π to degrees.",330°,180°,60°,135°,20,2,,
452,"Convert 180° to radians.",7π/6,π,π/6,11π/6,20,2,,
453,"Convert 11π/6 to degrees.",330°,90°,270°,210°,20,1,,
453,"Convert 0° to radians.",2π,11π/6,0,7π/4,20,3,,
454,"Convert 0 to degrees.",300°,210°,0°,90°,20,3,,
454,"Convert 360° to radians.",π,4π/3,2π,3π/2,20,3,,
455,"Convert 0 to degrees.",210°,330°,315°,0°,20,4,,
455,"Convert 225° to radians.",5π/4,4π/3,0,5π/6,20,1,,
456,"Convert π/3 to degrees.",60°,180°,240°,90°,20,1,,
456,"Convert 225° to radians.",11π/6,5π/3,π/3,5π/4,20,4,,
457,"Convert 5π/3 to degrees.",300°,330°,60°,315°,20,1,,
457,"Convert 300° to radians.",2π/3,5π/3,π/4,π,20,2,,
458,"Convert 7π/4 to degrees.",240°,315°,120°,0°,20,2,,
458,"Convert 45° to radians.",5π/4,π/3,π/6,π/4,20,4,,
459,"Convert 5π/3 to degrees.",30°,300°,60°,330°,20,2,,
459,"Convert 210° to radians.",π/6,3π/4,7π/6,7π/4,20,3,,
460,"Convert π to degrees.",180°,315°,135°,360°,20,1,,
460,"Convert 60° to radians.",0,7π/6,π/2,π/3,20,4,,
461,"Convert 2π/3 to degrees.",45°,120°,270°,240°,20,2,,
461,"Convert 300° to radians.",π/4,5π/6,π,5π/3,20,4,,
462,"Convert 4π/3 to degrees.",240°,30°,270°,60°,20,1,,
462,"Convert 150° to radians.",4π/3,3π/4,5π/6,7π/6,20,3,,
463,"Convert 7π/4 to degrees.",315°,240°,330°,180°,20,1,,
463,"Convert 315° to radians.",π/3,π/6,3π/2,7π/4,20,4,,
464,"Convert 0 to degrees.",0°,225°,300°,135°,20,1,,
464,"Convert 135° to radians.",2π,3π/4,7π/6,11π/6,20,2,,
465,"Convert 11π/6 to degrees.",30°,225°,240°,330°,20,4,,
465,"Convert 315° to radians.",π,3π/4,3π/2,7π/4,20,4,,
466,"Convert π/2 to degrees.",210°,240°,150°,90°,20,4,,
466,"Convert 60° to radians.",π/3,4π/3,π/6,π/4,20,1,,
467,"Convert 2π to degrees.",360°,30°,0°,45°,20,1,,
467,"Convert 300° to radians.",5π/3,5π/4,3π/4,4π/3,20,1,,
468,"Convert 7π/6 to degrees.",210°,240°,120°,150°,20,1,,
468,"Convert 300° to radians.",π/2,5π/3,3π/2,π/6,20,2,,
469,"Convert 4π/3 to degrees.",240°,210°,60°,90°,20,1,,
469,"Convert 0° to radians.",4π/3,3π/4,π/6,0,20,4,,
470,"Convert π/4 to degrees.",45°,90°,210°,60°,20,1,,
470,"Convert 300° to radians.",π,π/4,11π/6,5π/3,20,4,,
471,"Convert 2π/3 to degrees.",300°,240°,120°,180°,20,3,,
471,"Convert 210° to radians.",π/6,3π/2,π/2,7π/6,20,4,,
472,"Convert 2π/3 to degrees.",120°,45°,60°,30°,20,1,,
472,"Convert 120° to radians.",3π/2,π/3,2π/3,π/4,20,3,,
473,"Convert 3π/2 to degrees.",360°,0°,270°,30°,20,3,,
473,"Convert 330° to radians.",7π/4,2π/3,π/6,11π/6,20,4,,
474,"Convert 7π/6 to degrees.",60°,210°,120°,360°,20,2,,
474,"Convert 60° to radians.",2π/3,0,7π/6,π/3,20,4,,
475,"Convert π/3 to degrees.",300°,60°,225°,30°,20,2,,
475,"Convert 300° to radians.",3π/4,π/2,11π/6,5π/3,20,4,,
476,"Convert 3π/2 to degrees.",330°,270°,135°,0°,20,2,,
476,"Convert 120° to radians.",π/4,11π/6,5π/6,2π/3,20,4,,
477,"Convert 0 to degrees.",300°,0°,90°,150°,20,2,,
477,"Convert 150° to radians.",2π,π/4,4π/3,5π/6,20,4,,
478,"Convert 5π/3 to degrees.",300°,240°,360°,225°,20,1,,
478,"Convert 240° to radians.",4π/3,π/3,5π/4,π/4,20,1,,
479,"Convert 0 to degrees.",0°,210°,150°,315°,20,1,,
479,"Convert 225° to radians.",π/3,5π/4,π/4,11π/6,20,2,,
480,"Convert 5π/3 to degrees.",300°,225°,0°,135°,20,1,,
480,"Convert 300° to radians.",4π/3,5π/3,7π/4,5π/4,20,2,,
481,"Convert 0 to degrees.",150°,0°,225°,360°,20,2,,
481,"Convert 225° to radians.",5π/4,2π,π,3π/2,20,1,,
482,"Convert 7π/4 to degrees.",210°,300°,0°,315°,20,4,,
482,"Convert 315° to radians.",π/2,11π/6,7π/4,π,20,3,,
483,"Convert 2π/3 to degrees.",225°,45°,120°,30°,20,3,,
483,"Convert 90° to radians.",π/2,7π/6,3π/4,11π/6,20,1,,
484,"Convert 7π/6 to degrees.",210°,0°,300°,225°,20,1,,
484,"Convert 45° to radians.",7π/6,0,π/2,π/4,20,4,,
485,"Convert π/4 to degrees.",270°,45°,240°,135°,20,2,,
485,"Convert 60° to radians.",7π/4,π/4,π/3,5π/3,20,3,,
486,"Convert 2π to degrees.",90°,225°,300°,360°,20,4,,
486,"Convert 45° to radians.",π/4,7π/6,7π/4,4π/3,20,1,,
487,"Convert π/4 to degrees.",45°,225°,0°,150°,20,1,,
487,"Convert 270° to radians.",4π/3,3π/2,2π,π/4,20,2,,
488,"Convert 7π/4 to degrees.",150°,0°,315°,270°,20,3,,
488,"Convert 315° to radians.",7π/6,3π/2,7π/4,π/4,20,3,,
489,"Convert 5π/3 to degrees.",300°,90°,150°,180°,20,1,,
489,"Convert 210° to radians.",11π/6,5π/4,3π/4,7π/6,20,4,,
490,"Convert 4π/3 to degrees.",240°,330°,30°,0°,20,1,,
490,"Convert 225° to radians.",2π/3,5π/4,4π/3,π/3,20,2,,
491,"Convert 5π/6 to degrees.",300°,210°,150°,120°,20,3,,
491,"Convert 0° to radians.",2π/3,0,5π/4,π/2,20,2,,
492,"Convert π/6 to degrees.",300°,210°,45°,30°,20,4,,
492,"Convert 360° to radians.",5π/6,2π,π,7π/6,20,2,,
493,"Convert 4π/3 to degrees.",240°,270°,315°,0°,20,1,,
493,"Convert 120° to radians.",π/3,7π/6,2π/3,4π/3,20,3,,
494,"Convert 0 to degrees.",270°,135°,300°,0°,20,4,,
494,"Convert 360° to radians.",2π,4π/3,π/4,5π/4,20,1,,
495,"Convert 0 to degrees.",210°,180°,0°,360°,20,3,,
495,"Convert 180° to radians.",π,5π/6,π/6,0,20,1,,
496,"Convert 2π/3 to degrees.",150°,90°,30°,120°,20,4,,
496,"Convert 60° to radians.",7π/4,π/3,2π,4π/3,20,2,,
497,"Convert π to degrees.",90°,60°,150°,180°,20,4,,
497,"Convert 120° to radians.",π,11π/6,2π/3,7π/4,20,3,,
498,"Convert 2π to degrees.",360°,270°,180°,330°,20,1,,
498,"Convert 240° to radians.",π,4π/3,2π,3π/4,20,2,,
499,"Convert 3π/4 to degrees.",210°,0°,135°,120°,20,3,,
499,"Convert 300° to radians.",π,π/3,π/2,5π/3,20,4,,
500,"Convert 5π/3 to degrees.",30°,90°,240°,300°,20,4,,
500,"Convert 60° to radians.",5π/6,π/3,0,3π/4,20,2,,
