"Blooket
Import Template",,,,,,,,,
542,"Select the growth factor that will model an increase of 72%",1.72,1 - 0.72,0.72,1 - 0.28,12,1,,
543,"Select the growth factor that will model a decrease of 9%",1 - 0.91,1.09,1.91,1 - 0.09,12,4,,
544,"Select the growth factor that will model an increase of 27%",0.27,1 - 0.27,1 - 0.73,1 + 0.27,12,4,,
545,"Select the growth factor that will model a decrease of 70%",1.7,1 - 0.7,1 - 0.3,1.3,12,2,,
546,"Select the growth factor that will model an increase of 51%",1.51,0.49,1 - 0.49,0.51,12,1,,
547,"Select the growth factor that will model a decrease of 64%",1.36,0.64,0.36,1 - 0.36,12,3,,
548,"Select the growth factor that will model a decrease of 28%",0.28,1 - 0.28,1 - 0.72,1 + 0.28,12,2,,
549,"Select the growth factor that will model a decrease of 10%",1 - 0.9,1 - 0.1,1.1,1 + 0.1,12,2,,
550,"Select the growth factor that will model a decrease of 75%",1.25,1 + 0.75,1.75,0.25,12,4,,
551,"Select the growth factor that will model an increase of 56%",1.44,0.56,1.56,1 - 0.44,12,3,,
552,"Select the growth factor that will model an increase of 4%",1 + 0.96,1 + 0.04,1 - 0.96,1.96,12,2,,
553,"Select the growth factor that will model an increase of 92%",1 + 0.08,0.92,1 - 0.92,1.92,12,4,,
554,"Select the growth factor that will model an increase of 82%",1 - 0.18,0.82,1.18,1 + 0.82,12,4,,
555,"Select the growth factor that will model a decrease of 48%",1 - 0.48,1 - 0.52,1 + 0.48,0.48,12,1,,
556,"Select the growth factor that will model a decrease of 73%",1 + 0.27,1 - 0.73,1 + 0.73,1 - 0.27,12,2,,
557,"Select the growth factor that will model a decrease of 15%",1 - 0.15,1 + 0.85,1.85,1.15,12,1,,
558,"Select the growth factor that will model an increase of 63%",1 - 0.37,0.37,0.63,1 + 0.63,12,4,,
559,"Select the growth factor that will model an increase of 3%",1.03,1.97,0.03,1 + 0.97,12,1,,
560,"Select the growth factor that will model an increase of 14%",0.86,1 - 0.14,1 + 0.14,0.14,12,3,,
561,"Select the growth factor that will model an increase of 42%",1.42,1 - 0.58,1 - 0.42,1 + 0.58,12,1,,
562,"Select the growth factor that will model a decrease of 37%",1 - 0.37,1 - 0.63,1 + 0.37,1.63,12,1,,
563,"Select the growth factor that will model a decrease of 68%",0.32,1 + 0.32,1 + 0.68,1.32,12,1,,
564,"Select the growth factor that will model an increase of 47%",1 + 0.47,0.53,1 + 0.53,1 - 0.47,12,1,,
565,"Select the growth factor that will model a decrease of 75%",1.75,0.75,0.25,1 + 0.25,12,3,,
566,"Select the growth factor that will model a decrease of 55%",1.55,1.45,1 + 0.45,0.45,12,4,,
567,"Select the growth factor that will model a decrease of 41%",1 - 0.59,0.59,1.41,1 + 0.41,12,2,,
568,"Select the growth factor that will model a decrease of 17%",0.83,1 - 0.83,1.83,1 + 0.17,12,1,,
569,"Select the growth factor that will model an increase of 85%",1 + 0.85,0.85,1 + 0.15,0.15,12,1,,
570,"Select the growth factor that will model a decrease of 15%",1 + 0.15,1 - 0.85,1 - 0.15,1 + 0.85,12,3,,
571,"Select the growth factor that will model a decrease of 14%",1 - 0.14,1.14,1 + 0.86,1 - 0.86,12,1,,
572,"Select the growth factor that will model a decrease of 29%",1 + 0.71,1 - 0.71,0.29,0.71,12,4,,
573,"Select the growth factor that will model an increase of 54%",1.54,0.46,1 + 0.46,1 - 0.46,12,1,,
574,"Select the growth factor that will model an increase of 23%",0.77,1 + 0.23,1.77,1 - 0.77,12,2,,
575,"Select the growth factor that will model an increase of 72%",0.72,0.28,1 + 0.28,1.72,12,4,,
576,"Select the growth factor that will model a decrease of 70%",1 + 0.7,1 - 0.7,0.7,1 + 0.3,12,2,,
577,"Select the growth factor that will model an increase of 85%",1.85,0.85,1 - 0.85,1 - 0.15,12,1,,
578,"Select the growth factor that will model an increase of 51%",1 + 0.51,0.49,1 - 0.51,1 + 0.49,12,1,,
579,"Select the growth factor that will model an increase of 13%",1.13,1 - 0.87,1.87,0.13,12,1,,
580,"Select the growth factor that will model an increase of 89%",1 + 0.11,1 + 0.89,1.11,1 - 0.89,12,2,,
581,"Select the growth factor that will model an increase of 68%",0.32,1 + 0.68,1.32,1 - 0.68,12,2,,
582,"Select the growth factor that will model an increase of 44%",1 + 0.56,1 + 0.44,1.56,0.44,12,2,,
583,"Select the growth factor that will model a decrease of 49%",0.51,1.51,1 + 0.51,1 + 0.49,12,1,,
584,"Select the growth factor that will model a decrease of 44%",0.56,1.56,1 + 0.44,0.44,12,1,,
585,"Select the growth factor that will model an increase of 80%",1.2,1 - 0.2,0.2,1.8,12,4,,
586,"Select the growth factor that will model a decrease of 9%",1.91,1 - 0.91,1 + 0.91,0.91,12,4,,
587,"Select the growth factor that will model a decrease of 78%",1 + 0.78,0.78,1 - 0.78,1 - 0.22,12,3,,
588,"Select the growth factor that will model an increase of 63%",1 + 0.63,0.37,1.37,0.63,12,1,,
589,"Select the growth factor that will model a decrease of 95%",1 + 0.05,1 - 0.95,1.95,0.95,12,2,,
590,"Select the growth factor that will model a decrease of 87%",1 - 0.87,0.87,1.13,1 - 0.13,12,1,,
591,"Select the growth factor that will model a decrease of 78%",1 - 0.78,1.22,1 + 0.22,1 - 0.22,12,1,,
592,"Select the growth factor that will model a decrease of 41%",1.59,1 + 0.59,0.41,1 - 0.41,12,4,,
593,"Select the growth factor that will model an increase of 53%",1.53,1.47,1 - 0.53,0.47,12,1,,
594,"Select the growth factor that will model a decrease of 94%",0.06,1 + 0.06,1.94,0.94,12,1,,
595,"Select the growth factor that will model a decrease of 56%",1.56,0.44,1 - 0.44,1 + 0.44,12,2,,
596,"Select the growth factor that will model a decrease of 62%",1 + 0.38,1.38,0.38,1 + 0.62,12,3,,
597,"Select the growth factor that will model a decrease of 33%",1 - 0.33,1.67,1.33,0.33,12,1,,
598,"Select the growth factor that will model a decrease of 30%",1 + 0.7,1 - 0.3,0.3,1.7,12,2,,
599,"Select the growth factor that will model an increase of 14%",1.86,1 - 0.86,1.14,0.86,12,3,,
600,"Select the growth factor that will model an increase of 13%",1.87,1.13,0.13,1 + 0.87,12,2,,
601,"Select the growth factor that will model a decrease of 79%",0.21,1 - 0.21,1 + 0.21,0.79,12,1,,
602,"Select the growth factor that will model an increase of 42%",0.58,1.58,0.42,1 + 0.42,12,4,,
603,"Select the growth factor that will model a decrease of 88%",1 + 0.88,0.88,0.12,1 + 0.12,12,3,,
604,"Select the growth factor that will model an increase of 31%",1.69,1 - 0.69,0.69,1 + 0.31,12,4,,
605,"Select the growth factor that will model a decrease of 18%",1 - 0.18,1 + 0.18,1 + 0.82,1.18,12,1,,
606,"Select the growth factor that will model a decrease of 38%",1 + 0.62,1 - 0.38,0.38,1 + 0.38,12,2,,
607,"Select the growth factor that will model an increase of 21%",0.21,1.21,1 - 0.79,0.79,12,2,,
608,"Select the growth factor that will model a decrease of 99%",0.01,0.99,1 - 0.01,1.01,12,1,,
609,"Select the growth factor that will model a decrease of 38%",0.62,1 + 0.62,1.62,1.38,12,1,,
610,"Select the growth factor that will model a decrease of 47%",1.53,1 - 0.47,1 + 0.53,0.47,12,2,,
611,"Select the growth factor that will model a decrease of 57%",1 - 0.43,1.43,1.57,0.43,12,4,,
612,"Select the growth factor that will model a decrease of 8%",1 - 0.08,0.08,1.92,1 - 0.92,12,1,,
613,"Select the growth factor that will model an increase of 4%",1 + 0.04,0.04,1 - 0.04,0.96,12,1,,
614,"Select the growth factor that will model an increase of 39%",1 + 0.61,1 - 0.61,1 - 0.39,1.39,12,4,,
615,"Select the growth factor that will model a decrease of 62%",1 + 0.62,1 - 0.62,1 + 0.38,1.38,12,2,,
616,"Select the growth factor that will model a decrease of 57%",1.43,1 - 0.57,1 - 0.43,1 + 0.43,12,2,,
617,"Select the growth factor that will model a decrease of 63%",1.37,0.63,0.37,1 + 0.37,12,3,,
618,"Select the growth factor that will model a decrease of 51%",1 + 0.49,1 - 0.51,1.49,1 - 0.49,12,2,,
619,"Select the growth factor that will model a decrease of 19%",1 - 0.81,1.19,0.81,1.81,12,3,,
620,"Select the growth factor that will model a decrease of 89%",1 + 0.11,1 - 0.11,0.11,1.11,12,3,,
621,"Select the growth factor that will model an increase of 96%",1 - 0.04,0.96,1.96,1.04,12,3,,
622,"Select the growth factor that will model a decrease of 96%",1 + 0.96,0.96,0.04,1.04,12,3,,
623,"Select the growth factor that will model an increase of 84%",0.16,1.84,1 - 0.84,1 + 0.16,12,2,,
624,"Select the growth factor that will model a decrease of 10%",0.9,1 - 0.9,0.1,1 + 0.9,12,1,,
625,"Select the growth factor that will model an increase of 83%",1.83,1 + 0.17,1 - 0.17,0.83,12,1,,
626,"Select the growth factor that will model an increase of 87%",1.13,1 - 0.87,0.87,1 + 0.87,12,4,,
627,"Select the growth factor that will model a decrease of 75%",1 + 0.25,1 + 0.75,1 - 0.75,1 - 0.25,12,3,,
628,"Select the growth factor that will model a decrease of 84%",1 + 0.16,1 - 0.16,0.16,1.84,12,3,,
629,"Select the growth factor that will model a decrease of 92%",0.08,1.92,1 + 0.08,1.08,12,1,,
630,"Select the growth factor that will model a decrease of 26%",0.26,1 - 0.26,1 + 0.26,1 + 0.74,12,2,,
631,"Select the growth factor that will model a decrease of 67%",1 + 0.33,1 - 0.67,1 - 0.33,0.67,12,2,,
632,"Select the growth factor that will model an increase of 73%",1 + 0.73,0.73,1 - 0.73,1.27,12,1,,
633,"Select the growth factor that will model a decrease of 91%",1.91,0.91,1 + 0.91,0.09,12,4,,
634,"Select the growth factor that will model a decrease of 95%",1 - 0.95,1 + 0.95,0.95,1.05,12,1,,
635,"Select the growth factor that will model a decrease of 20%",1 - 0.8,0.2,1 + 0.8,1 - 0.2,12,4,,
636,"Select the growth factor that will model a decrease of 62%",1.62,0.38,1 + 0.62,0.62,12,2,,
637,"Select the growth factor that will model an increase of 19%",1 - 0.81,0.81,1 - 0.19,1.19,12,4,,
638,"Select the growth factor that will model an increase of 70%",1 - 0.3,1 + 0.7,0.3,1 - 0.7,12,2,,
639,"Select the growth factor that will model a decrease of 19%",1.81,1 + 0.81,1 - 0.81,0.81,12,4,,
640,"Select the growth factor that will model a decrease of 88%",1 - 0.12,1.88,1.12,1 - 0.88,12,4,,
641,"Select the growth factor that will model an increase of 22%",1 - 0.78,1.22,1 + 0.78,0.22,12,2,,
642,"Select the growth factor that will model a decrease of 39%",1.39,1 - 0.61,1 + 0.61,1 - 0.39,12,4,,
643,"Select the growth factor that will model an increase of 44%",0.44,1.56,1 - 0.56,1.44,12,4,,
644,"Select the growth factor that will model a decrease of 8%",1 + 0.08,1.92,1.08,0.92,12,4,,
645,"Select the growth factor that will model an increase of 99%",0.99,1 + 0.99,0.01,1 - 0.99,12,2,,
646,"Select the growth factor that will model an increase of 53%",0.53,1 + 0.47,1 + 0.53,1 - 0.53,12,3,,
647,"Select the growth factor that will model an increase of 37%",1 + 0.63,1 - 0.63,1.37,1.63,12,3,,
648,"Select the growth factor that will model a decrease of 75%",1.25,0.75,1 - 0.75,1.75,12,3,,
649,"Select the growth factor that will model a decrease of 16%",1 - 0.84,1 - 0.16,0.16,1.16,12,2,,
650,"Select the growth factor that will model an increase of 70%",1 - 0.7,1 - 0.3,1 + 0.7,0.7,12,3,,
651,"Select the growth factor that will model an increase of 81%",1.19,1 + 0.81,0.81,1 - 0.81,12,2,,
652,"Select the growth factor that will model an increase of 36%",1 - 0.36,0.36,1 + 0.36,0.64,12,3,,
653,"Select the growth factor that will model an increase of 48%",0.48,1 + 0.52,1.48,0.52,12,3,,
654,"Select the growth factor that will model a decrease of 35%",0.35,1 + 0.65,1 - 0.35,1.35,12,3,,
655,"Select the growth factor that will model an increase of 81%",1 + 0.19,1 - 0.19,1 + 0.81,1.19,12,3,,
656,"Select the growth factor that will model a decrease of 58%",1.58,1 - 0.42,0.42,1 + 0.42,12,3,,
657,"Select the growth factor that will model an increase of 74%",1.74,0.74,1 + 0.26,0.26,12,1,,
658,"Select the growth factor that will model an increase of 63%",0.63,1 + 0.37,1.63,1 - 0.63,12,3,,
659,"Select the growth factor that will model a decrease of 33%",1 + 0.67,1.67,1 + 0.33,1 - 0.33,12,4,,
660,"Select the growth factor that will model an increase of 33%",1 + 0.67,1 - 0.67,0.33,1.33,12,4,,
661,"Select the growth factor that will model an increase of 47%",1.53,0.47,1 + 0.47,1 + 0.53,12,3,,
662,"Select the growth factor that will model an increase of 31%",0.31,1.31,1 + 0.69,1.69,12,2,,
663,"Select the growth factor that will model an increase of 94%",0.94,1.06,1 + 0.94,1 - 0.06,12,3,,
664,"Select the growth factor that will model an increase of 8%",0.92,1.92,1 + 0.08,0.08,12,3,,
665,"Select the growth factor that will model an increase of 92%",1.92,1 + 0.08,1 - 0.92,1.08,12,1,,
666,"Select the growth factor that will model an increase of 6%",0.06,1.06,1.94,0.94,12,2,,
667,"Select the growth factor that will model an increase of 95%",1 + 0.05,1 + 0.95,0.05,1.05,12,2,,
668,"Select the growth factor that will model a decrease of 95%",1.05,1 + 0.95,0.95,0.05,12,4,,
669,"Select the growth factor that will model an increase of 22%",0.22,1.22,1 - 0.22,0.78,12,2,,
670,"Select the growth factor that will model an increase of 93%",1 - 0.07,1 - 0.93,1.07,1 + 0.93,12,4,,
671,"Select the growth factor that will model a decrease of 22%",0.78,0.22,1 + 0.78,1.22,12,1,,
672,"Select the growth factor that will model an increase of 61%",1 - 0.61,1 - 0.39,1 + 0.61,1 + 0.39,12,3,,
673,"Select the growth factor that will model an increase of 76%",1 - 0.76,0.76,1.76,1.24,12,3,,
674,"Select the growth factor that will model a decrease of 13%",1 - 0.87,1 + 0.13,1.87,0.87,12,4,,
675,"Select the growth factor that will model a decrease of 75%",1 + 0.25,1.25,1 - 0.25,0.25,12,4,,
676,"Select the growth factor that will model an increase of 65%",1 - 0.35,1 + 0.35,1.65,0.35,12,3,,
677,"Select the growth factor that will model an increase of 45%",1 - 0.45,0.55,1 + 0.45,0.45,12,3,,
678,"Select the growth factor that will model an increase of 44%",0.56,0.44,1 + 0.56,1.44,12,4,,
679,"Select the growth factor that will model an increase of 56%",1 + 0.56,1 - 0.56,1 + 0.44,1 - 0.44,12,1,,
680,"Select the growth factor that will model a decrease of 46%",0.54,0.46,1 + 0.54,1 + 0.46,12,1,,
681,"Select the growth factor that will model a decrease of 87%",1.87,0.13,0.87,1 + 0.87,12,2,,
682,"Select the growth factor that will model a decrease of 36%",1 - 0.64,1 + 0.36,1.64,0.64,12,4,,
683,"Select the growth factor that will model an increase of 5%",1.95,1 + 0.95,1 - 0.95,1.05,12,4,,
684,"Select the growth factor that will model an increase of 43%",1 + 0.57,1 - 0.57,1.43,1.57,12,3,,
685,"Select the growth factor that will model a decrease of 10%",1 + 0.1,1 + 0.9,1.9,1 - 0.1,12,4,,
686,"Select the growth factor that will model an increase of 8%",0.08,1 + 0.92,1.08,0.92,12,3,,
687,"Select the growth factor that will model an increase of 84%",1 + 0.16,1 - 0.84,0.84,1 + 0.84,12,4,,
688,"Select the growth factor that will model a decrease of 63%",1 - 0.37,1.63,1 + 0.63,1 - 0.63,12,4,,
689,"Select the growth factor that will model a decrease of 23%",1 + 0.77,1 - 0.23,0.23,1.77,12,2,,
690,"Select the growth factor that will model an increase of 7%",0.07,1 - 0.93,1 + 0.07,1 - 0.07,12,3,,
691,"Select the growth factor that will model an increase of 15%",1 + 0.15,0.85,1.85,1 - 0.85,12,1,,
692,"Select the growth factor that will model a decrease of 94%",1 + 0.06,1.94,1 - 0.06,0.06,12,4,,
693,"Select the growth factor that will model a decrease of 46%",0.46,1.54,1 - 0.46,1 + 0.54,12,3,,
694,"Select the growth factor that will model an increase of 5%",1.05,1.95,1 - 0.95,1 - 0.05,12,1,,
695,"Select the growth factor that will model a decrease of 21%",1 - 0.79,1.21,1.79,1 - 0.21,12,4,,
696,"Select the growth factor that will model an increase of 12%",0.88,1 - 0.12,1 - 0.88,1.12,12,4,,
697,"Select the growth factor that will model a decrease of 2%",1 + 0.98,1.98,1 + 0.02,1 - 0.02,12,4,,
698,"Select the growth factor that will model an increase of 95%",0.95,1 - 0.95,0.05,1 + 0.95,12,4,,
699,"Select the growth factor that will model a decrease of 63%",1 - 0.37,1.37,1 + 0.37,0.37,12,4,,
700,"Select the growth factor that will model a decrease of 60%",1.4,1 + 0.6,1.6,0.4,12,4,,
701,"Select the growth factor that will model a decrease of 75%",1.25,1 - 0.75,1.75,1 - 0.25,12,2,,
702,"Select the growth factor that will model a decrease of 65%",0.35,1 + 0.65,1 + 0.35,1 - 0.35,12,1,,
703,"Select the growth factor that will model a decrease of 84%",1 + 0.84,1 + 0.16,0.16,1 - 0.16,12,3,,
704,"Select the growth factor that will model an increase of 29%",1 + 0.29,0.71,1 + 0.71,0.29,12,1,,
705,"Select the growth factor that will model an increase of 30%",0.7,1 - 0.7,1 + 0.3,1 + 0.7,12,3,,
706,"Select the growth factor that will model an increase of 94%",1.94,1.06,1 + 0.06,0.94,12,1,,
707,"Select the growth factor that will model a decrease of 3%",1 - 0.03,1 + 0.03,1.03,1 + 0.97,12,1,,
708,"Select the growth factor that will model a decrease of 35%",1 - 0.65,1.65,1 - 0.35,1 + 0.65,12,3,,
709,"Select the growth factor that will model an increase of 64%",0.36,0.64,1 - 0.64,1 + 0.64,12,4,,
710,"Select the growth factor that will model an increase of 73%",1.73,0.73,0.27,1 - 0.27,12,1,,
711,"Select the growth factor that will model an increase of 23%",1.23,0.23,0.77,1.77,12,1,,
712,"Select the growth factor that will model a decrease of 81%",1.19,0.81,0.19,1 + 0.19,12,3,,
713,"Select the growth factor that will model a decrease of 68%",1.68,1 - 0.32,1 + 0.68,1 - 0.68,12,4,,
714,"Select the growth factor that will model an increase of 40%",1 + 0.4,0.6,0.4,1 - 0.6,12,1,,
715,"Select the growth factor that will model a decrease of 57%",0.57,1 - 0.57,1 - 0.43,1.57,12,2,,
716,"Select the growth factor that will model an increase of 82%",0.18,1 + 0.18,0.82,1.82,12,4,,
717,"Select the growth factor that will model an increase of 30%",1.3,1 + 0.7,0.3,0.7,12,1,,
718,"Select the growth factor that will model a decrease of 26%",1 - 0.26,1.74,1 + 0.74,1.26,12,1,,
719,"Select the growth factor that will model an increase of 98%",1 - 0.02,1 - 0.98,1 + 0.98,1 + 0.02,12,3,,
720,"Select the growth factor that will model a decrease of 74%",0.26,0.74,1 - 0.26,1.26,12,1,,
721,"Select the growth factor that will model a decrease of 98%",0.98,1 - 0.98,1.02,1 + 0.02,12,2,,
722,"Select the growth factor that will model a decrease of 63%",1.37,1 - 0.37,1 - 0.63,0.63,12,3,,
723,"Select the growth factor that will model an increase of 69%",1 + 0.31,1.69,1.31,1 - 0.31,12,2,,
724,"Select the growth factor that will model a decrease of 77%",0.77,1 - 0.23,1 - 0.77,1 + 0.23,12,3,,
725,"Select the growth factor that will model a decrease of 25%",0.25,1 - 0.25,1 + 0.25,1 - 0.75,12,2,,
726,"Select the growth factor that will model an increase of 76%",0.24,1.76,1.24,1 + 0.24,12,2,,
727,"Select the growth factor that will model an increase of 17%",1 - 0.17,1.83,0.17,1 + 0.17,12,4,,
728,"Select the growth factor that will model an increase of 36%",1 + 0.64,0.36,1 - 0.64,1.36,12,4,,
729,"Select the growth factor that will model an increase of 56%",1 - 0.56,0.56,1.44,1 + 0.56,12,4,,
730,"Select the growth factor that will model an increase of 89%",1 - 0.11,1.89,1.11,0.11,12,2,,
731,"Select the growth factor that will model a decrease of 4%",1.04,1 - 0.04,1 - 0.96,1.96,12,2,,
732,"Select the growth factor that will model a decrease of 56%",1.44,0.56,0.44,1 + 0.44,12,3,,
733,"Select the growth factor that will model an increase of 62%",1 - 0.38,1 + 0.62,1 - 0.62,1 + 0.38,12,2,,
734,"Select the growth factor that will model a decrease of 70%",1 - 0.7,0.7,1.3,1.7,12,1,,
735,"Select the growth factor that will model an increase of 23%",1 - 0.23,1 + 0.77,1 + 0.23,0.23,12,3,,
736,"Select the growth factor that will model a decrease of 2%",1.98,0.02,0.98,1.02,12,3,,
737,"Select the growth factor that will model an increase of 27%",1 + 0.73,0.73,1.27,0.27,12,3,,
738,"Select the growth factor that will model a decrease of 28%",1.72,1 - 0.72,1.28,1 - 0.28,12,4,,
739,"Select the growth factor that will model an increase of 43%",0.43,1 - 0.43,1 - 0.57,1.43,12,4,,
740,"Select the growth factor that will model a decrease of 35%",0.65,0.35,1.35,1 + 0.35,12,1,,
741,"Select the growth factor that will model a decrease of 65%",1 + 0.35,0.65,1 - 0.35,1 - 0.65,12,4,,
742,"Select the growth factor that will model a decrease of 18%",0.82,1.82,1.18,0.18,12,1,,
743,"Select the growth factor that will model a decrease of 14%",0.86,0.14,1.86,1 + 0.14,12,1,,
744,"Select the growth factor that will model a decrease of 17%",1 + 0.83,1 - 0.83,1.17,1 - 0.17,12,4,,
745,"Select the growth factor that will model a decrease of 60%",1 + 0.4,0.6,1.4,1 - 0.6,12,4,,
746,"Select the growth factor that will model a decrease of 63%",1 - 0.37,1 + 0.63,1 + 0.37,1 - 0.63,12,4,,
747,"Select the growth factor that will model a decrease of 60%",1 - 0.4,0.6,1 - 0.6,1 + 0.4,12,3,,
748,"Select the growth factor that will model a decrease of 81%",1.81,0.81,1 + 0.81,0.19,12,4,,
749,"Select the growth factor that will model an increase of 20%",0.2,1 + 0.8,1.2,1 - 0.2,12,3,,
750,"Select the growth factor that will model a decrease of 80%",1 - 0.8,1.8,1 - 0.2,1 + 0.2,12,1,,
751,"Select the growth factor that will model a decrease of 14%",1.86,1 - 0.14,0.14,1 - 0.86,12,2,,
752,"Select the growth factor that will model an increase of 98%",1.02,0.98,1.98,0.02,12,3,,
753,"Select the growth factor that will model an increase of 31%",1 - 0.31,1 - 0.69,1 + 0.31,1.69,12,3,,
754,"Select the growth factor that will model an increase of 32%",1 - 0.68,0.68,1.68,1.32,12,4,,
755,"Select the growth factor that will model an increase of 28%",1 - 0.28,0.72,1 + 0.28,1.72,12,3,,
756,"Select the growth factor that will model a decrease of 48%",1 - 0.52,0.48,0.52,1 + 0.48,12,3,,
757,"Select the growth factor that will model a decrease of 15%",1.85,1 - 0.15,1 - 0.85,0.15,12,2,,
758,"Select the growth factor that will model an increase of 89%",1 - 0.11,1 + 0.89,0.89,1 + 0.11,12,2,,
759,"Select the growth factor that will model a decrease of 20%",1 - 0.8,1.8,1 + 0.2,0.8,12,4,,
760,"Select the growth factor that will model a decrease of 9%",1 + 0.09,1 - 0.09,1 + 0.91,1.09,12,2,,
761,"Select the growth factor that will model a decrease of 95%",1.95,1 - 0.95,1.05,1 + 0.95,12,2,,
762,"Select the growth factor that will model a decrease of 67%",1 + 0.67,1 + 0.33,1 - 0.67,0.67,12,3,,
763,"Select the growth factor that will model a decrease of 20%",1.2,0.2,1.8,1 - 0.2,12,4,,
764,"Select the growth factor that will model a decrease of 91%",1 - 0.91,1.09,1 + 0.09,0.91,12,1,,
765,"Select the growth factor that will model a decrease of 29%",1 - 0.71,0.71,1.29,1 + 0.29,12,2,,
766,"Select the growth factor that will model a decrease of 92%",1 + 0.08,1 - 0.08,1.92,1 - 0.92,12,4,,
767,"Select the growth factor that will model a decrease of 17%",0.17,1.83,1 + 0.83,1 - 0.17,12,4,,
768,"Select the growth factor that will model an increase of 59%",1 + 0.59,0.59,0.41,1 - 0.41,12,1,,
769,"Select the growth factor that will model an increase of 58%",1 - 0.42,1 + 0.58,1.42,1 - 0.58,12,2,,
770,"Select the growth factor that will model an increase of 1%",1 - 0.01,1 + 0.01,1 + 0.99,0.99,12,2,,
771,"Select the growth factor that will model an increase of 23%",1.23,1 - 0.23,0.23,1 + 0.77,12,1,,
772,"Select the growth factor that will model a decrease of 54%",1 - 0.54,1.46,1 + 0.54,0.54,12,1,,
773,"Select the growth factor that will model a decrease of 64%",1 + 0.36,1 + 0.64,0.64,1 - 0.64,12,4,,
774,"Select the growth factor that will model a decrease of 20%",1 + 0.2,1 + 0.8,0.8,0.2,12,3,,
775,"Select the growth factor that will model a decrease of 76%",1.76,1 + 0.24,0.76,1 - 0.76,12,4,,
776,"Select the growth factor that will model an increase of 79%",1 + 0.21,1 + 0.79,0.21,1 - 0.79,12,2,,
777,"Select the growth factor that will model an increase of 24%",0.24,1 + 0.76,1 + 0.24,1.76,12,3,,
778,"Select the growth factor that will model a decrease of 24%",0.76,1.76,1 - 0.76,0.24,12,1,,
779,"Select the growth factor that will model a decrease of 74%",1.74,1.26,0.26,1 + 0.74,12,3,,
780,"Select the growth factor that will model a decrease of 36%",0.36,0.64,1 + 0.64,1 + 0.36,12,2,,
781,"Select the growth factor that will model a decrease of 97%",1.97,1 + 0.03,0.97,1 - 0.97,12,4,,
782,"Select the growth factor that will model an increase of 70%",0.3,1 - 0.7,1 + 0.7,0.7,12,3,,
783,"Select the growth factor that will model a decrease of 94%",1 + 0.06,1.94,0.06,1 - 0.06,12,3,,
784,"Select the growth factor that will model a decrease of 13%",1 - 0.13,1 + 0.87,0.13,1 + 0.13,12,1,,
785,"Select the growth factor that will model a decrease of 65%",1 - 0.35,0.65,1 + 0.65,1 - 0.65,12,4,,
786,"Select the growth factor that will model a decrease of 53%",1.53,1 - 0.53,1 - 0.47,1.47,12,2,,
787,"Select the growth factor that will model a decrease of 75%",0.25,1 + 0.75,1 + 0.25,0.75,12,1,,
788,"Select the growth factor that will model a decrease of 32%",1 + 0.32,1 - 0.68,1 + 0.68,0.68,12,4,,
789,"Select the growth factor that will model a decrease of 76%",0.24,1 + 0.76,1 - 0.24,1.24,12,1,,
790,"Select the growth factor that will model a decrease of 18%",1.18,0.82,1 + 0.18,0.18,12,2,,
791,"Select the growth factor that will model a decrease of 84%",0.84,0.16,1.84,1 + 0.84,12,2,,
792,"Select the growth factor that will model an increase of 15%",0.15,1 + 0.15,0.85,1 - 0.85,12,2,,
793,"Select the growth factor that will model a decrease of 57%",0.57,1 + 0.57,1 - 0.57,1 + 0.43,12,3,,
794,"Select the growth factor that will model an increase of 65%",1 - 0.65,1.35,1.65,1 + 0.35,12,3,,
795,"Select the growth factor that will model an increase of 57%",1 - 0.57,1.57,0.57,0.43,12,2,,
796,"Select the growth factor that will model a decrease of 93%",1 - 0.07,1 - 0.93,1.07,1.93,12,2,,
797,"Select the growth factor that will model a decrease of 90%",1.1,1 + 0.1,0.1,0.9,12,3,,
798,"Select the growth factor that will model an increase of 8%",1 - 0.92,1.08,1 + 0.92,1.92,12,2,,
799,"Select the growth factor that will model a decrease of 93%",1 + 0.07,0.93,0.07,1.93,12,3,,
800,"Select the growth factor that will model a decrease of 10%",1 - 0.1,1 - 0.9,1 + 0.1,1 + 0.9,12,1,,
801,"Select the growth factor that will model an increase of 1%",1.01,0.99,0.01,1.99,12,1,,
802,"Select the growth factor that will model a decrease of 74%",0.26,1.26,1 - 0.26,1 + 0.74,12,1,,
803,"Select the growth factor that will model a decrease of 12%",1 + 0.88,0.12,1.88,1 - 0.12,12,4,,
804,"Select the growth factor that will model a decrease of 97%",1.97,1 + 0.97,1 - 0.97,1.03,12,3,,
805,"Select the growth factor that will model a decrease of 31%",1 - 0.31,1 + 0.31,1 + 0.69,0.31,12,1,,
806,"Select the growth factor that will model a decrease of 64%",1 - 0.36,1 + 0.36,0.36,1.36,12,3,,
807,"Select the growth factor that will model an increase of 10%",1 + 0.9,1.9,1.1,1 - 0.9,12,3,,
808,"Select the growth factor that will model a decrease of 5%",1 - 0.05,1 - 0.95,1.05,0.05,12,1,,
809,"Select the growth factor that will model an increase of 40%",0.6,1.6,1 - 0.6,1.4,12,4,,
810,"Select the growth factor that will model an increase of 19%",1 - 0.81,1.19,1 - 0.19,0.19,12,2,,
811,"Select the growth factor that will model an increase of 92%",1.92,0.08,1 - 0.92,1 - 0.08,12,1,,
812,"Select the growth factor that will model a decrease of 84%",1 + 0.84,0.16,1 - 0.16,1.16,12,2,,
