"Blooket
Import Template",,,,,,,,,
347,"Expand (FOIL) the expression:

(x+12)(x-3)",x^2 + 36,x^2 + 9x - 36,x^2 + 8x - 36,x^2 + 9x - 24,60,2,,
348,"Expand (FOIL) the expression:

(x-9)(x-6)",x^2 - 15x + 60,x^2 + 15x + 54,x^2 - 15x + 54,x^2 - 15x + 48,60,3,,
349,"Expand (FOIL) the expression:

(x-4)(x+6)",x^2 - 2x - 24,x^2 + 24x + 2,x^2 + 2x - 24,x^2 - 10x - 24,60,3,,
350,"Expand (FOIL) the expression:

(x+7)(x+11)",x^2 + 18x + 77,x^2 - 18x - 77,x^2 + 20x + 77,x^2 + 4x + 77,60,1,,
351,"Expand (FOIL) the expression:

(x+4)(x-11)",x^2 - 9x - 44,x^2 - 7x - 55,x^2 + 15x + 44,x^2 - 7x - 44,60,4,,
352,"Expand (FOIL) the expression:

(x+8)(x-6)",x^2 + 14x - 48,x^2 + 2x - 48,x^2 + 48x - 2,x^2 + 3x - 48,60,2,,
353,"Expand (FOIL) the expression:

(x+3)(x-5)",x^2 - 2x - 15,x^2 + 8x - 15,x^2 - 2x - 12,x^2 - 15,60,1,,
354,"Expand (FOIL) the expression:

(x+11)(x+3)",x^2 - 14x - 33,x^2 + 14x + 33,x^2 + 8x - 33,x^2 + 14x - 33,60,2,,
355,"Expand (FOIL) the expression:

(x+4)(x-6)",x^2 - 2x - 28,x^2 + 10x - 24,x^2 - 2x - 24,x^2 - 24,60,3,,
356,"Expand (FOIL) the expression:

(x+3)(x-3)",x^2 + 6x - 9,x^2 - 9,x^2 - 2x - 9,x^2 + 9x,60,2,,
357,"Expand (FOIL) the expression:

(x+2)(x-8)",x^2 - 6x + 16,x^2 - 6x - 18,x^2 - 6x - 16,x^2 - 6x - 8,60,3,,
358,"Expand (FOIL) the expression:

(x-9)(x+11)",x^2 + 2x - 99,x^2 + 2x - 88,x^2 - 20x + 99,x^2 + 2x - 90,60,1,,
359,"Expand (FOIL) the expression:

(x+10)(x-12)",x^2 + 22x - 120,x^2 - x - 120,x^2 + 22x + 120,x^2 - 2x - 120,60,4,,
360,"Expand (FOIL) the expression:

(x-10)(x+4)",x^2 - 8x - 40,x^2 - 40x - 6,x^2 - 6x - 50,x^2 - 6x - 40,60,4,,
361,"Expand (FOIL) the expression:

(x+2)(x+3)",x^2 - x - 6,x^2 + 6,x^2 + 5x + 6,x^2 + 6x - 5,60,3,,
362,"Expand (FOIL) the expression:

(x+2)(x-3)",x^2 + 5x + 6,x^2 + 6,x^2 - x - 6,x^2 - x - 3,60,3,,
363,"Expand (FOIL) the expression:

(x+11)(x-11)",x^2 - 121,x^2 + 2x - 121,x^2 - 121x,x^2 - 22x - 121,60,1,,
364,"Expand (FOIL) the expression:

(x+3)(x+8)",x^2 - 11x + 24,x^2 + 9x + 24,x^2 + 13x + 24,x^2 + 11x + 24,60,4,,
365,"Expand (FOIL) the expression:

(x+9)(x+6)",x^2 + 15x + 54,x^2 - 3x - 54,x^2 + 17x + 54,x^2 - 54x + 15,60,1,,
366,"Expand (FOIL) the expression:

(x-2)(x+1)",x^2 - x - 1,x^2 - 3x + 2,x^2 + 3x - 2,x^2 - x - 2,60,4,,
367,"Expand (FOIL) the expression:

(x-9)(x+2)",x^2 - 7x - 18,x^2 + 18,x^2 + 7x - 18,x^2 + 7x + 18,60,1,,
368,"Expand (FOIL) the expression:

(x+9)(x-5)",x^2 + 6x - 45,x^2 + 45,x^2 - 4x + 45,x^2 + 4x - 45,60,4,,
369,"Expand (FOIL) the expression:

(x-3)(x-5)",x^2 - 8x + 15,x^2 - 15x - 8,x^2 - 15x + 8,x^2 - 8x + 18,60,1,,
370,"Expand (FOIL) the expression:

(x+7)(x-2)",x^2 + 5x - 16,x^2 + 7x - 14,x^2 + 14,x^2 + 5x - 14,60,4,,
371,"Expand (FOIL) the expression:

(x+6)(x-4)",x^2 + 2x - 24,x^2 + 10x - 24,x^2 + 2x - 28,x^2 + 2x - 18,60,1,,
372,"Expand (FOIL) the expression:

(x+8)(x+8)",x^2 + 17x + 64,x^2 + 16x + 64,x^2 - 64x + 16,x^2 + 16x + 56,60,2,,
373,"Expand (FOIL) the expression:

(x-3)(x-12)",x^2 - 9x - 36,x^2 - 15x + 39,x^2 - 15x + 36,x^2 + 36x + 15,60,3,,
374,"Expand (FOIL) the expression:

(x-8)(x-8)",x^2 - 16x + 64,x^2 - 15x + 64,x^2 - 18x + 64,x^2 - 14x + 64,60,1,,
375,"Expand (FOIL) the expression:

(x+7)(x+1)",x^2 - 7x - 8,x^2 + 8x + 14,x^2 - 8x - 7,x^2 + 8x + 7,60,4,,
376,"Expand (FOIL) the expression:

(x+4)(x+10)",x^2 + 40,x^2 + 14x + 40,x^2 + 13x + 40,x^2 + 12x + 40,60,2,,
377,"Expand (FOIL) the expression:

(x-1)(x+2)",x^2 + 3x + 2,x^2 + 2,x^2 + 2x - 2,x^2 + x - 2,60,4,,
378,"Expand (FOIL) the expression:

(x-3)(x+12)",x^2 + 9x - 36,x^2 + 11x - 36,x^2 - 9x - 36,x^2 - 15x - 36,60,1,,
379,"Expand (FOIL) the expression:

(x+1)(x+2)",x^2 + 4x + 2,x^2 + 2x + 3,x^2 + 5x + 2,x^2 + 3x + 2,60,4,,
380,"Expand (FOIL) the expression:

(x+6)(x-8)",x^2 - x - 48,x^2 + 14x + 48,x^2 - 2x - 48,x^2 - 14x - 48,60,3,,
381,"Expand (FOIL) the expression:

(x-4)(x+2)",x^2 + 2x - 8,x^2 + 8x - 2,x^2 - 8x + 2,x^2 - 2x - 8,60,4,,
382,"Expand (FOIL) the expression:

(x+11)(x-1)",x^2 + 10x,x^2 + 11x - 10,x^2 + 9x - 11,x^2 + 10x - 11,60,4,,
383,"Expand (FOIL) the expression:

(x-12)(x-4)",x^2 - 16x + 48,x^2 + 48x - 16,x^2 - 48,x^2 - 16x + 60,60,1,,
384,"Expand (FOIL) the expression:

(x+6)(x+11)",x^2 + 17x + 66,x^2 - 66x + 17,x^2 + 17x + 55,x^2 - 66,60,1,,
385,"Expand (FOIL) the expression:

(x+3)(x-2)",x^2 + 6,x^2 + 6x + 1,x^2 + x - 6,x^2 - 5x + 6,60,3,,
386,"Expand (FOIL) the expression:

(x-8)(x-6)",x^2 - 14x - 48,x^2 - 14x + 56,x^2 - 14x + 48,x^2 - 12x + 48,60,3,,
387,"Expand (FOIL) the expression:

(x-2)(x-9)",x^2 + 7x - 18,x^2 - 12x + 18,x^2 - 9x + 18,x^2 - 11x + 18,60,4,,
388,"Expand (FOIL) the expression:

(x+12)(x-1)",x^2 + 11x - 12,x^2 + 12,x^2 + 11x - 11,x^2 + 12x + 11,60,1,,
389,"Expand (FOIL) the expression:

(x+1)(x-5)",x^2 - 5x - 4,x^2 - 4x + 5,x^2 - 4x,x^2 - 4x - 5,60,4,,
390,"Expand (FOIL) the expression:

(x-6)(x+9)",x^2 + 54,x^2 + 3x - 45,x^2 + 5x - 54,x^2 + 3x - 54,60,4,,
391,"Expand (FOIL) the expression:

(x-5)(x+12)",x^2 + 60,x^2 + 7x - 55,x^2 + 7x - 60,x^2 + 17x + 60,60,3,,
392,"Expand (FOIL) the expression:

(x+6)(x-8)",x^2 - 2x - 40,x^2 - 14x - 48,x^2 - 2x - 48,x^2 - 2x - 54,60,3,,
393,"Expand (FOIL) the expression:

(x+3)(x+8)",x^2 + 11x + 24,x^2 - 24x - 11,x^2 - 11x - 24,x^2 + 24x + 11,60,1,,
394,"Expand (FOIL) the expression:

(x+5)(x+4)",x^2 - 20x + 9,x^2 - 20x - 9,x^2 + 9x + 20,x^2 - 9x - 20,60,3,,
395,"Expand (FOIL) the expression:

(x-2)(x+2)",x^2 - x - 4,x^2 - 2x - 4,x^2 - 4x - 4,x^2 - 4,60,4,,
396,"Expand (FOIL) the expression:

(x-5)(x+9)",x^2 + 4x - 45,x^2 + 45,x^2 + 14x - 45,x^2 + 4x - 54,60,1,,
397,"Expand (FOIL) the expression:

(x-3)(x-9)",x^2 - 14x + 27,x^2 + 12x + 27,x^2 - 12x + 27,x^2 + 27,60,3,,
398,"Expand (FOIL) the expression:

(x+4)(x+6)",x^2 + 10x - 24,x^2 + 10x + 24,x^2 + 10x + 28,x^2 - 2x + 24,60,2,,
399,"Expand (FOIL) the expression:

(x+3)(x+1)",x^2 - 4x - 3,x^2 - 2x + 3,x^2 + 4x + 3,x^2 + 3,60,3,,
400,"Expand (FOIL) the expression:

(x-2)(x-7)",x^2 + 9x + 14,x^2 - 9x + 12,x^2 - 9x + 14,x^2 - 5x + 14,60,3,,
401,"Expand (FOIL) the expression:

(x+12)(x+6)",x^2 + 18x - 72,x^2 + 16x + 72,x^2 - 72x - 18,x^2 + 18x + 72,60,4,,
402,"Expand (FOIL) the expression:

(x+10)(x+7)",x^2 + 70,x^2 - 70x - 17,x^2 + 17x + 70,x^2 + 15x + 70,60,3,,
403,"Expand (FOIL) the expression:

(x-7)(x-4)",x^2 + 28x - 11,x^2 + 11x - 28,x^2 - 11x + 28,x^2 - 13x + 28,60,3,,
404,"Expand (FOIL) the expression:

(x+1)(x-8)",x^2 - 7x - 8,x^2 - 7x - 7,x^2 - 9x - 8,x^2 - 8x - 8,60,1,,
405,"Expand (FOIL) the expression:

(x+10)(x+12)",x^2 + 22x + 110,x^2 + 22x + 108,x^2 + 22x + 120,x^2 - 22x - 120,60,3,,
406,"Expand (FOIL) the expression:

(x-9)(x-2)",x^2 - 11x + 18,x^2 - 18,x^2 + 18,x^2 + 11x + 18,60,1,,
407,"Expand (FOIL) the expression:

(x-5)(x-5)",x^2 + 10x - 25,x^2 - 25x - 10,x^2 - 10x + 25,x^2 - 9x + 25,60,3,,
408,"Expand (FOIL) the expression:

(x+6)(x+8)",x^2 - 48,x^2 - 2x + 48,x^2 + 14x + 48,x^2 + 14x - 48,60,3,,
409,"Expand (FOIL) the expression:

(x+3)(x+5)",x^2 + 8x + 15,x^2 + 2x + 15,x^2 + 15x - 8,x^2 - 2x + 15,60,1,,
410,"Expand (FOIL) the expression:

(x-2)(x+12)",x^2 + 10x - 24,x^2 + 10x - 26,x^2 - 24x - 10,x^2 + 24x - 10,60,1,,
411,"Expand (FOIL) the expression:

(x+7)(x-6)",x^2 + x - 42,x^2 + x - 49,x^2 - x - 42,x^2 - 42x - 1,60,1,,
412,"Expand (FOIL) the expression:

(x-1)(x+7)",x^2 + 6x - 7,x^2 - 6x + 7,x^2 + 7x + 6,x^2 + 6x + 7,60,1,,
413,"Expand (FOIL) the expression:

(x+2)(x+9)",x^2 + 11x + 18,x^2 - 7x + 18,x^2 + 9x + 18,x^2 + 18,60,1,,
414,"Expand (FOIL) the expression:

(x-7)(x+10)",x^2 + 70,x^2 + 3x - 80,x^2 - 70x - 3,x^2 + 3x - 70,60,4,,
415,"Expand (FOIL) the expression:

(x-5)(x+4)",x^2 - x - 16,x^2 - 9x - 20,x^2 - x + 20,x^2 - x - 20,60,4,,
416,"Expand (FOIL) the expression:

(x-2)(x+5)",x^2 + 3x - 10,x^2 - 7x + 10,x^2 + 4x - 10,x^2 - 10x - 3,60,1,,
417,"Expand (FOIL) the expression:

(x-9)(x-11)",x^2 - 22x + 99,x^2 - 99x + 20,x^2 + 20x + 99,x^2 - 20x + 99,60,4,,
418,"Expand (FOIL) the expression:

(x+7)(x-3)",x^2 - 4x - 21,x^2 + 4x - 21,x^2 + 4x - 18,x^2 + 10x + 21,60,2,,
419,"Expand (FOIL) the expression:

(x-1)(x-9)",x^2 - 8x + 9,x^2 - 9x - 10,x^2 + 9,x^2 - 10x + 9,60,4,,
420,"Expand (FOIL) the expression:

(x+11)(x+12)",x^2 - 23x - 132,x^2 - 132x + 23,x^2 + 23x + 132,x^2 + x - 132,60,3,,
421,"Expand (FOIL) the expression:

(x+9)(x-1)",x^2 + 9x - 9,x^2 - 9x - 8,x^2 + 8x - 8,x^2 + 8x - 9,60,4,,
422,"Expand (FOIL) the expression:

(x+10)(x+12)",x^2 - 2x - 120,x^2 + 22x + 120,x^2 + 2x + 120,x^2 - 22x + 120,60,2,,
423,"Expand (FOIL) the expression:

(x-10)(x-4)",x^2 + 6x + 40,x^2 - 12x + 40,x^2 - 14x + 40,x^2 - 6x - 40,60,3,,
424,"Expand (FOIL) the expression:

(x-11)(x-12)",x^2 - 132x - 23,x^2 - 23x - 132,x^2 - 23x + 120,x^2 - 23x + 132,60,4,,
425,"Expand (FOIL) the expression:

(x-11)(x+2)",x^2 + 22x - 9,x^2 + 13x + 22,x^2 - 9x - 24,x^2 - 9x - 22,60,4,,
426,"Expand (FOIL) the expression:

(x-4)(x+3)",x^2 - 3x - 12,x^2 - x - 15,x^2 - x - 12,x^2 + 12x + 1,60,3,,
427,"Expand (FOIL) the expression:

(x-6)(x-1)",x^2 - 7x + 6,x^2 + 7x - 6,x^2 - 7x - 6,x^2 - 7x + 12,60,1,,
428,"Expand (FOIL) the expression:

(x+6)(x+5)",x^2 + 11x + 30,x^2 + 11x - 30,x^2 - x - 30,x^2 + 10x + 30,60,1,,
429,"Expand (FOIL) the expression:

(x+9)(x+6)",x^2 + 15x + 54,x^2 + 15x + 48,x^2 + 13x + 54,x^2 - 15x - 54,60,1,,
430,"Expand (FOIL) the expression:

(x+12)(x+2)",x^2 + 24x + 14,x^2 + 14x + 24,x^2 + 12x + 24,x^2 - 24x + 14,60,2,,
431,"Expand (FOIL) the expression:

(x+1)(x-7)",x^2 - 7x + 6,x^2 - 6x - 8,x^2 - 8x + 7,x^2 - 6x - 7,60,4,,
432,"Expand (FOIL) the expression:

(x+9)(x-9)",x^2 - x - 81,x^2 - 81,x^2 + 2x - 81,x^2 + 81,60,2,,
433,"Expand (FOIL) the expression:

(x-1)(x+8)",x^2 + 7x + 8,x^2 + 7x - 8,x^2 + 8x + 7,x^2 + 5x - 8,60,2,,
434,"Expand (FOIL) the expression:

(x+2)(x-8)",x^2 - 16x - 6,x^2 - 6x - 14,x^2 - 5x - 16,x^2 - 6x - 16,60,4,,
435,"Expand (FOIL) the expression:

(x-1)(x+8)",x^2 + 9x - 8,x^2 + 8,x^2 + 7x - 8,x^2 + 9x + 8,60,3,,
436,"Expand (FOIL) the expression:

(x-10)(x+12)",x^2 + 2x - 120,x^2 + 2x - 110,x^2 - 22x - 120,x^2 + 2x - 108,60,1,,
437,"Expand (FOIL) the expression:

(x+6)(x-7)",x^2 - x + 42,x^2 - x - 35,x^2 - x - 36,x^2 - x - 42,60,4,,
438,"Expand (FOIL) the expression:

(x-9)(x-1)",x^2 - 10x,x^2 - 8x + 9,x^2 - 10x + 9,x^2 - 10x - 9,60,3,,
439,"Expand (FOIL) the expression:

(x+12)(x+9)",x^2 + 108x + 21,x^2 + 21x + 108,x^2 - 108x - 21,x^2 + 21x + 96,60,2,,
440,"Expand (FOIL) the expression:

(x+4)(x-7)",x^2 - 3x - 24,x^2 - x - 28,x^2 - 3x - 28,x^2 - 28x - 3,60,3,,
441,"Expand (FOIL) the expression:

(x+9)(x-1)",x^2 + 8x - 9,x^2 - 10x - 9,x^2 + 9x - 9,x^2 + 8x - 10,60,1,,
442,"Expand (FOIL) the expression:

(x+12)(x-10)",x^2 + 4x - 120,x^2 + 2x - 108,x^2 - 120x - 2,x^2 + 2x - 120,60,4,,
443,"Expand (FOIL) the expression:

(x-7)(x+2)",x^2 - 14,x^2 - 5x - 14,x^2 + 5x + 14,x^2 + 9x + 14,60,2,,
444,"Expand (FOIL) the expression:

(x+4)(x+3)",x^2 + 7x + 12,x^2 - 7x - 12,x^2 + 7x + 8,x^2 + x - 12,60,1,,
445,"Expand (FOIL) the expression:

(x+10)(x-1)",x^2 - 10x - 9,x^2 - 10,x^2 + 9x - 9,x^2 + 9x - 10,60,4,,
446,"Expand (FOIL) the expression:

(x+9)(x-10)",x^2 + x + 90,x^2 - x - 100,x^2 + 19x - 90,x^2 - x - 90,60,4,,
447,"Expand (FOIL) the expression:

(x+8)(x-2)",x^2 + 6x - 16,x^2 - 16,x^2 - 10x + 16,x^2 + 7x - 16,60,1,,
448,"Expand (FOIL) the expression:

(x-2)(x-7)",x^2 - 9x + 14,x^2 + 5x - 14,x^2 - 5x - 14,x^2 + 14x + 9,60,1,,
449,"Expand (FOIL) the expression:

(x-6)(x+8)",x^2 + 2x - 48,x^2 + 3x - 48,x^2 - 2x + 48,x^2 + 14x + 48,60,1,,
450,"Expand (FOIL) the expression:

(x-3)(x+7)",x^2 - 21x - 4,x^2 + 4x - 24,x^2 + 4x - 21,x^2 + 10x - 21,60,3,,
451,"Expand (FOIL) the expression:

(x+10)(x-8)",x^2 + 80x + 2,x^2 - 80x + 2,x^2 + 2x - 80,x^2 + 18x - 80,60,3,,
452,"Expand (FOIL) the expression:

(x-3)(x+8)",x^2 + 5x - 32,x^2 + 4x - 24,x^2 + 5x - 24,x^2 + 7x - 24,60,3,,
453,"Expand (FOIL) the expression:

(x-2)(x-1)",x^2 - 3x - 2,x^2 - x + 2,x^2 - 3x + 3,x^2 - 3x + 2,60,4,,
454,"Expand (FOIL) the expression:

(x-5)(x+9)",x^2 + 4x - 45,x^2 + 3x - 45,x^2 - 45x - 4,x^2 + 4x - 54,60,1,,
455,"Expand (FOIL) the expression:

(x+7)(x-1)",x^2 + 6x - 7,x^2 + 6x + 7,x^2 + 6x,x^2 + 6x - 14,60,1,,
456,"Expand (FOIL) the expression:

(x-7)(x+1)",x^2 - 8x + 7,x^2 - 4x - 7,x^2 - 6x - 7,x^2 - 6x,60,3,,
457,"Expand (FOIL) the expression:

(x-1)(x+2)",x^2 + 2x - 2,x^2 - 2x + 1,x^2 + x,x^2 + x - 2,60,4,,
458,"Expand (FOIL) the expression:

(x+1)(x+9)",x^2 - 9x - 10,x^2 + 9,x^2 + 10x + 9,x^2 + 9x + 10,60,3,,
459,"Expand (FOIL) the expression:

(x-1)(x-10)",x^2 - 10x + 10,x^2 - 11x + 10,x^2 + 9x + 10,x^2 + 10,60,2,,
460,"Expand (FOIL) the expression:

(x-11)(x-12)",x^2 + 132x + 23,x^2 - 132,x^2 - 23x + 132,x^2 - 23x - 132,60,3,,
461,"Expand (FOIL) the expression:

(x-12)(x+6)",x^2 - 6x - 72,x^2 - 6x - 60,x^2 - 8x - 72,x^2 - 4x - 72,60,1,,
462,"Expand (FOIL) the expression:

(x+11)(x+6)",x^2 + 17x + 72,x^2 + 17x - 66,x^2 - 5x - 66,x^2 + 17x + 66,60,4,,
463,"Expand (FOIL) the expression:

(x+1)(x-2)",x^2 + 2,x^2 - x + 2,x^2 - x - 2,x^2 + x + 2,60,3,,
464,"Expand (FOIL) the expression:

(x+1)(x-4)",x^2 - 3x - 4,x^2 - 4x + 3,x^2 + 3x - 4,x^2 + 4x - 3,60,1,,
465,"Expand (FOIL) the expression:

(x-6)(x+4)",x^2 - 2x - 24,x^2 + 2x + 24,x^2 - 10x - 24,x^2 - 24,60,1,,
466,"Expand (FOIL) the expression:

(x-5)(x-4)",x^2 - 20x - 9,x^2 - 11x + 20,x^2 + 9x - 20,x^2 - 9x + 20,60,4,,
467,"Expand (FOIL) the expression:

(x+11)(x+1)",x^2 + 12x,x^2 - 11x - 12,x^2 + 11,x^2 + 12x + 11,60,4,,
468,"Expand (FOIL) the expression:

(x+7)(x+7)",x^2 - 14x - 49,x^2 + 49x + 14,x^2 + 14x + 49,x^2 + 15x + 49,60,3,,
469,"Expand (FOIL) the expression:

(x-8)(x+3)",x^2 - 5x - 24,x^2 - 11x - 24,x^2 + 11x + 24,x^2 - 4x - 24,60,1,,
470,"Expand (FOIL) the expression:

(x-2)(x+11)",x^2 + 13x - 22,x^2 + 10x - 22,x^2 + 7x - 22,x^2 + 9x - 22,60,4,,
471,"Expand (FOIL) the expression:

(x+7)(x-12)",x^2 - 19x - 84,x^2 - 5x - 84,x^2 + 19x + 84,x^2 - 3x - 84,60,2,,
472,"Expand (FOIL) the expression:

(x-10)(x+4)",x^2 + 14x + 40,x^2 - 40x + 6,x^2 + 40x - 6,x^2 - 6x - 40,60,4,,
473,"Expand (FOIL) the expression:

(x-2)(x-4)",x^2 - 7x + 8,x^2 - 6x - 8,x^2 - 6x + 8,x^2 - 5x + 8,60,3,,
474,"Expand (FOIL) the expression:

(x+12)(x-8)",x^2 + 96x + 4,x^2 - 96x - 4,x^2 + 6x - 96,x^2 + 4x - 96,60,4,,
475,"Expand (FOIL) the expression:

(x+7)(x+5)",x^2 + 12x + 35,x^2 + 10x + 35,x^2 + 35x - 12,x^2 - 35x + 12,60,1,,
476,"Expand (FOIL) the expression:

(x+2)(x+7)",x^2 + 14,x^2 + 9x + 16,x^2 + 9x + 14,x^2 + 14x - 9,60,3,,
477,"Expand (FOIL) the expression:

(x+1)(x+2)",x^2 + 3x + 1,x^2 + 3x + 2,x^2 + 4x + 2,x^2 + 2x + 3,60,2,,
478,"Expand (FOIL) the expression:

(x-8)(x-12)",x^2 + 96x + 20,x^2 + 96,x^2 - 20x - 96,x^2 - 20x + 96,60,4,,
479,"Expand (FOIL) the expression:

(x+6)(x+7)",x^2 + x + 42,x^2 - 42x + 13,x^2 + 15x + 42,x^2 + 13x + 42,60,4,,
480,"Expand (FOIL) the expression:

(x-9)(x+10)",x^2 + 90x - 1,x^2 + x - 90,x^2 - 90x + 1,x^2 + 3x - 90,60,2,,
481,"Expand (FOIL) the expression:

(x-8)(x+10)",x^2 + 2x - 72,x^2 + 2x - 90,x^2 + 2x - 80,x^2 - 80x - 2,60,3,,
482,"Expand (FOIL) the expression:

(x-2)(x-1)",x^2 - 3x + 2,x^2 - 3x + 4,x^2 - 3x + 1,x^2 - x + 2,60,1,,
483,"Expand (FOIL) the expression:

(x+1)(x+10)",x^2 + 11x + 10,x^2 + 10,x^2 + 9x + 10,x^2 + 11x + 11,60,1,,
484,"Expand (FOIL) the expression:

(x+10)(x+1)",x^2 - 11x - 10,x^2 + 11x + 9,x^2 + 11x + 10,x^2 + 10x + 11,60,3,,
485,"Expand (FOIL) the expression:

(x+9)(x+4)",x^2 - 36x - 13,x^2 + 36x + 13,x^2 + 13x + 36,x^2 - 5x + 36,60,3,,
486,"Expand (FOIL) the expression:

(x+3)(x-12)",x^2 - 7x - 36,x^2 + 36x + 9,x^2 - 9x - 48,x^2 - 9x - 36,60,4,,
487,"Expand (FOIL) the expression:

(x-8)(x-2)",x^2 + 6x - 16,x^2 - 10x + 14,x^2 - 10x + 16,x^2 - 11x + 16,60,3,,
488,"Expand (FOIL) the expression:

(x+3)(x+5)",x^2 + 8x + 15,x^2 - 15x + 8,x^2 + 9x + 15,x^2 - 15,60,1,,
489,"Expand (FOIL) the expression:

(x+5)(x-1)",x^2 - 5x - 4,x^2 + 4x - 5,x^2 - 6x + 5,x^2 + 5x - 5,60,2,,
490,"Expand (FOIL) the expression:

(x+11)(x-5)",x^2 + 6x - 55,x^2 + 6x - 66,x^2 + 6x - 50,x^2 + 55,60,1,,
491,"Expand (FOIL) the expression:

(x+3)(x-10)",x^2 - 13x + 30,x^2 - 7x - 30,x^2 - 30x + 7,x^2 - 13x - 30,60,2,,
492,"Expand (FOIL) the expression:

(x+6)(x+9)",x^2 - 54,x^2 + 13x + 54,x^2 + 17x + 54,x^2 + 15x + 54,60,4,,
493,"Expand (FOIL) the expression:

(x-7)(x+1)",x^2 - 8x + 7,x^2 - 4x - 7,x^2 - 6x + 7,x^2 - 6x - 7,60,4,,
494,"Expand (FOIL) the expression:

(x+12)(x-10)",x^2 - 22x - 120,x^2 - 2x - 120,x^2 + 2x - 120,x^2 + 2x - 110,60,3,,
495,"Expand (FOIL) the expression:

(x+9)(x+2)",x^2 + 18x - 11,x^2 + 11x - 18,x^2 - 18,x^2 + 11x + 18,60,4,,
496,"Expand (FOIL) the expression:

(x+10)(x+4)",x^2 + 6x - 40,x^2 + 14x + 40,x^2 - 6x + 40,x^2 - 14x - 40,60,2,,
497,"Expand (FOIL) the expression:

(x+11)(x-10)",x^2 - x - 110,x^2 - 110x + 1,x^2 + 21x + 110,x^2 + x - 110,60,4,,
498,"Expand (FOIL) the expression:

(x-5)(x+10)",x^2 - 5x + 50,x^2 - 15x - 50,x^2 + 7x - 50,x^2 + 5x - 50,60,4,,
499,"Expand (FOIL) the expression:

(x-6)(x+7)",x^2 + x - 36,x^2 + 2x - 42,x^2 + x + 42,x^2 + x - 42,60,4,,
500,"Expand (FOIL) the expression:

(x+6)(x-1)",x^2 - 6x - 5,x^2 + 5x,x^2 + 5x - 6,x^2 + 6x + 5,60,3,,
501,"Expand (FOIL) the expression:

(x+11)(x-1)",x^2 + 10x - 10,x^2 + 10x - 11,x^2 + 10x - 12,x^2 + 10x - 22,60,2,,
502,"Expand (FOIL) the expression:

(x-10)(x+7)",x^2 - 3x - 63,x^2 + 3x - 70,x^2 - 3x - 77,x^2 - 3x - 70,60,4,,
503,"Expand (FOIL) the expression:

(x+5)(x-5)",x^2 - 25,x^2 - 10x + 25,x^2 + 10x - 25,x^2 + 10x + 25,60,1,,
504,"Expand (FOIL) the expression:

(x+11)(x-4)",x^2 + 7x - 40,x^2 - 44x + 7,x^2 + 44x - 7,x^2 + 7x - 44,60,4,,
505,"Expand (FOIL) the expression:

(x-7)(x+2)",x^2 + 14,x^2 - 9x - 14,x^2 - 5x + 14,x^2 - 5x - 14,60,4,,
506,"Expand (FOIL) the expression:

(x+10)(x+9)",x^2 + 19x + 80,x^2 + 19x + 90,x^2 + 18x + 90,x^2 + 20x + 90,60,2,,
507,"Expand (FOIL) the expression:

(x+5)(x-3)",x^2 + 2x - 15,x^2 + 2x + 15,x^2 + 3x - 15,x^2 + 8x + 15,60,1,,
508,"Expand (FOIL) the expression:

(x+4)(x-7)",x^2 - 3x - 28,x^2 + 28x + 3,x^2 + 3x + 28,x^2 - 11x - 28,60,1,,
509,"Expand (FOIL) the expression:

(x-11)(x+6)",x^2 - 7x - 66,x^2 - 17x + 66,x^2 - 66x + 5,x^2 - 5x - 66,60,4,,
510,"Expand (FOIL) the expression:

(x+8)(x-12)",x^2 + 96x + 4,x^2 - 4x - 96,x^2 - 2x - 96,x^2 - 4x - 84,60,2,,
511,"Expand (FOIL) the expression:

(x+12)(x-10)",x^2 - 2x + 120,x^2 + 2x - 120,x^2 - 22x - 120,x^2 + 120x + 2,60,2,,
512,"Expand (FOIL) the expression:

(x-8)(x+8)",x^2 - 56,x^2 - 16x - 64,x^2 - 64,x^2 + 64,60,3,,
513,"Expand (FOIL) the expression:

(x+8)(x-11)",x^2 - 3x - 99,x^2 - 3x + 88,x^2 - 3x - 88,x^2 + 88x + 3,60,3,,
514,"Expand (FOIL) the expression:

(x+12)(x+3)",x^2 + 36x + 15,x^2 - 36x - 15,x^2 + 15x + 36,x^2 + 36,60,3,,
515,"Expand (FOIL) the expression:

(x+9)(x+12)",x^2 - 3x - 108,x^2 + 3x + 108,x^2 - 108x + 21,x^2 + 21x + 108,60,4,,
516,"Expand (FOIL) the expression:

(x+11)(x+4)",x^2 - 7x - 44,x^2 - 44x - 15,x^2 + 15x + 44,x^2 + 7x - 44,60,3,,
517,"Expand (FOIL) the expression:

(x-12)(x+9)",x^2 - 21x - 108,x^2 - 3x - 108,x^2 + 3x + 108,x^2 - 3x - 117,60,2,,
518,"Expand (FOIL) the expression:

(x+11)(x-7)",x^2 + 4x - 70,x^2 - 4x + 77,x^2 + 4x - 77,x^2 - 77x - 4,60,3,,
519,"Expand (FOIL) the expression:

(x-8)(x-7)",x^2 + 15x - 56,x^2 - 15x + 56,x^2 - 15x + 49,x^2 - 17x + 56,60,2,,
520,"Expand (FOIL) the expression:

(x+6)(x-4)",x^2 - 10x + 24,x^2 + 2x - 24,x^2 + 2x - 18,x^2 - 2x - 24,60,2,,
