"Blooket
Import Template",,,,,,,,,
714,"Simplify the fraction 42/24.",1/9,7/4,9/5,9/8,12,2,,
715,"Simplify the fraction 16/56.",5/3,9/8,1/7,2/7,12,4,,
716,"Simplify the fraction 56/64.",1/3,7/8,9/5,8/3,12,2,,
717,"Simplify the fraction 6/9.",2/3,3/2,8/5,5/8,12,1,,
718,"Simplify the fraction 18/21.",8/3,4/5,8/9,6/7,12,4,,
719,"Simplify the fraction 4/36.",3/2,1/9,1/7,5/4,12,2,,
720,"Simplify the fraction 3/15.",1/5,9/2,5/8,1/3,12,1,,
721,"Simplify the fraction 4/32.",5/7,9/2,1/8,8/7,12,3,,
722,"Simplify the fraction 18/10.",9/5,8/7,1/6,4/5,12,1,,
723,"Simplify the fraction 6/8.",5/8,3/4,1/7,8/5,12,2,,
724,"Simplify the fraction 36/45.",9/2,8/9,5/7,4/5,12,4,,
725,"Simplify the fraction 9/21.",5/2,5/9,3/8,3/7,12,4,,
726,"Simplify the fraction 21/24.",1/6,7/4,7/8,3/4,12,3,,
727,"Simplify the fraction 18/42.",7/2,5/6,3/7,1/6,12,3,,
728,"Simplify the fraction 18/10.",1/2,9/5,7/8,2/7,12,2,,
729,"Simplify the fraction 45/54.",4/5,2/3,5/6,2/9,12,3,,
730,"Simplify the fraction 18/21.",4/9,6/7,3/8,1/5,12,2,,
731,"Simplify the fraction 35/25.",7/5,1/6,3/2,1/4,12,1,,
732,"Simplify the fraction 12/9.",7/6,4/3,5/2,1/9,12,2,,
733,"Simplify the fraction 12/28.",3/7,8/5,4/3,1/7,12,1,,
734,"Simplify the fraction 12/28.",3/7,1/9,5/3,1/3,12,1,,
735,"Simplify the fraction 18/81.",7/9,2/9,1/2,7/6,12,2,,
736,"Simplify the fraction 20/24.",5/6,3/8,8/5,8/3,12,1,,
737,"Simplify the fraction 2/14.",4/9,1/4,9/8,1/7,12,4,,
738,"Simplify the fraction 21/14.",4/7,8/5,3/2,7/4,12,3,,
739,"Simplify the fraction 21/12.",1/8,2/5,7/4,7/2,12,3,,
740,"Simplify the fraction 72/40.",8/7,3/7,9/5,4/5,12,3,,
741,"Simplify the fraction 21/18.",8/7,5/6,7/6,4/3,12,3,,
742,"Simplify the fraction 56/48.",8/3,9/5,7/6,2/7,12,3,,
743,"Simplify the fraction 20/32.",8/7,8/5,5/8,1/6,12,3,,
744,"Simplify the fraction 25/15.",5/3,9/2,5/7,5/4,12,1,,
745,"Simplify the fraction 15/24.",5/8,7/9,9/7,7/2,12,1,,
746,"Simplify the fraction 21/15.",4/5,3/7,2/7,7/5,12,4,,
747,"Simplify the fraction 63/72.",5/2,2/3,7/8,4/7,12,3,,
748,"Simplify the fraction 25/20.",4/9,5/4,7/8,1/6,12,2,,
749,"Simplify the fraction 18/16.",5/9,7/8,9/8,8/7,12,3,,
750,"Simplify the fraction 30/48.",5/4,5/8,7/2,7/4,12,2,,
751,"Simplify the fraction 4/32.",2/7,1/8,3/8,5/2,12,2,,
752,"Simplify the fraction 45/54.",6/5,9/4,7/9,5/6,12,4,,
753,"Simplify the fraction 42/36.",7/6,7/9,3/2,5/9,12,1,,
754,"Simplify the fraction 54/63.",6/7,2/9,3/8,9/8,12,1,,
755,"Simplify the fraction 12/54.",4/9,2/9,3/4,1/2,12,2,,
756,"Simplify the fraction 18/8.",1/5,9/4,1/2,1/6,12,2,,
757,"Simplify the fraction 35/20.",7/5,2/3,7/4,3/7,12,3,,
758,"Simplify the fraction 4/8.",8/7,2/3,1/2,4/5,12,3,,
759,"Simplify the fraction 40/35.",8/7,7/8,1/5,4/9,12,1,,
760,"Simplify the fraction 7/42.",3/2,7/3,7/4,1/6,12,4,,
761,"Simplify the fraction 21/49.",3/7,7/4,4/9,5/3,12,1,,
762,"Simplify the fraction 18/10.",7/3,9/5,7/4,8/9,12,2,,
763,"Simplify the fraction 32/20.",8/5,5/7,7/5,7/3,12,1,,
764,"Simplify the fraction 9/45.",1/2,2/5,3/7,1/5,12,4,,
765,"Simplify the fraction 28/21.",3/5,8/5,4/3,2/3,12,3,,
766,"Simplify the fraction 28/16.",4/7,1/8,5/3,7/4,12,4,,
767,"Simplify the fraction 56/48.",6/5,7/6,1/2,7/8,12,2,,
768,"Simplify the fraction 81/63.",5/8,7/8,9/7,1/8,12,3,,
769,"Simplify the fraction 63/56.",4/9,9/8,5/3,7/3,12,2,,
770,"Simplify the fraction 24/30.",8/5,2/5,4/5,4/9,12,3,,
771,"Simplify the fraction 35/10.",7/2,4/3,7/3,5/6,12,1,,
772,"Simplify the fraction 48/30.",6/7,8/5,7/9,9/4,12,2,,
773,"Simplify the fraction 9/45.",5/2,5/7,1/5,1/6,12,3,,
774,"Simplify the fraction 5/35.",4/7,7/8,1/7,3/8,12,3,,
775,"Simplify the fraction 7/49.",1/7,9/7,2/9,1/9,12,1,,
776,"Simplify the fraction 72/63.",8/7,7/3,7/4,9/5,12,1,,
777,"Simplify the fraction 18/15.",1/4,3/8,6/5,5/6,12,3,,
778,"Simplify the fraction 14/35.",2/5,1/9,9/4,2/3,12,1,,
779,"Simplify the fraction 49/28.",2/5,5/9,8/7,7/4,12,4,,
780,"Simplify the fraction 81/18.",2/3,9/2,9/4,3/5,12,2,,
781,"Simplify the fraction 30/35.",4/3,3/5,1/2,6/7,12,4,,
782,"Simplify the fraction 35/30.",1/2,2/7,7/2,7/6,12,4,,
783,"Simplify the fraction 14/12.",7/5,6/5,5/4,7/6,12,4,,
784,"Simplify the fraction 14/6.",7/3,7/4,1/5,1/4,12,1,,
785,"Simplify the fraction 25/35.",5/7,5/3,8/5,4/9,12,1,,
786,"Simplify the fraction 12/54.",2/3,6/5,2/9,5/9,12,3,,
787,"Simplify the fraction 54/24.",3/8,9/4,6/7,3/4,12,2,,
788,"Simplify the fraction 7/21.",6/5,3/8,5/6,1/3,12,4,,
789,"Simplify the fraction 10/15.",1/2,4/3,2/7,2/3,12,4,,
790,"Simplify the fraction 9/6.",3/2,7/8,8/7,5/9,12,1,,
791,"Simplify the fraction 8/64.",7/6,1/8,8/9,5/8,12,2,,
792,"Simplify the fraction 14/21.",6/7,2/3,7/3,3/7,12,2,,
793,"Simplify the fraction 35/63.",8/9,5/9,1/7,2/9,12,2,,
794,"Simplify the fraction 49/63.",2/9,4/9,7/9,7/8,12,3,,
795,"Simplify the fraction 36/27.",7/4,2/9,4/3,6/5,12,3,,
796,"Simplify the fraction 8/36.",9/2,7/4,2/9,1/4,12,3,,
797,"Simplify the fraction 42/30.",1/8,7/5,1/4,5/4,12,2,,
798,"Simplify the fraction 42/54.",7/9,4/3,8/7,5/2,12,1,,
799,"Simplify the fraction 4/18.",2/9,1/7,1/3,2/5,12,1,,
800,"Simplify the fraction 54/48.",9/8,3/5,5/6,8/7,12,1,,
801,"Simplify the fraction 64/72.",2/7,5/3,8/9,3/5,12,3,,
802,"Simplify the fraction 18/4.",6/5,2/3,2/7,9/2,12,4,,
803,"Simplify the fraction 14/35.",1/8,4/3,2/5,7/6,12,3,,
804,"Simplify the fraction 8/12.",2/3,9/8,2/5,7/5,12,1,,
805,"Simplify the fraction 14/18.",8/7,5/9,9/8,7/9,12,4,,
806,"Simplify the fraction 10/16.",1/7,4/9,9/4,5/8,12,4,,
807,"Simplify the fraction 9/27.",4/9,5/3,1/3,9/7,12,3,,
808,"Simplify the fraction 12/14.",9/8,6/7,7/2,1/6,12,2,,
809,"Simplify the fraction 35/40.",7/8,9/2,1/5,5/4,12,1,,
810,"Simplify the fraction 4/8.",5/2,5/3,1/2,9/4,12,3,,
811,"Simplify the fraction 12/27.",1/4,5/4,4/9,3/2,12,3,,
812,"Simplify the fraction 32/20.",8/5,5/7,7/9,2/9,12,1,,
813,"Simplify the fraction 56/32.",3/5,7/4,8/3,3/4,12,2,,
814,"Simplify the fraction 10/35.",9/4,7/2,7/3,2/7,12,4,,
815,"Simplify the fraction 25/15.",3/5,7/3,1/3,5/3,12,4,,
816,"Simplify the fraction 49/28.",8/9,7/4,5/6,9/4,12,2,,
817,"Simplify the fraction 24/42.",7/5,4/7,5/9,3/2,12,2,,
818,"Simplify the fraction 30/35.",7/9,5/2,6/7,3/8,12,3,,
819,"Simplify the fraction 16/72.",5/9,3/5,2/9,5/4,12,3,,
820,"Simplify the fraction 24/32.",3/4,9/2,7/5,1/6,12,1,,
821,"Simplify the fraction 5/40.",8/5,7/5,1/8,7/8,12,3,,
822,"Simplify the fraction 40/15.",8/3,2/3,9/4,2/7,12,1,,
823,"Simplify the fraction 54/42.",9/7,5/2,8/7,2/9,12,1,,
824,"Simplify the fraction 72/56.",5/8,9/7,5/2,2/7,12,2,,
825,"Simplify the fraction 30/18.",1/7,8/3,5/3,5/7,12,3,,
826,"Simplify the fraction 32/20.",1/9,8/5,3/4,5/9,12,2,,
827,"Simplify the fraction 21/12.",6/7,7/4,8/5,4/3,12,2,,
828,"Simplify the fraction 24/64.",3/8,5/4,5/7,9/4,12,1,,
829,"Simplify the fraction 14/63.",1/9,2/9,8/3,9/2,12,2,,
830,"Simplify the fraction 45/54.",5/6,6/5,1/9,1/4,12,1,,
831,"Simplify the fraction 7/42.",3/8,8/9,3/4,1/6,12,4,,
832,"Simplify the fraction 45/10.",9/2,2/5,1/4,9/8,12,1,,
833,"Simplify the fraction 27/6.",2/9,1/5,9/2,1/4,12,3,,
834,"Simplify the fraction 12/18.",2/3,1/2,3/2,1/6,12,1,,
835,"Simplify the fraction 15/6.",4/3,2/9,9/7,5/2,12,4,,
836,"Simplify the fraction 15/24.",5/4,7/3,7/9,5/8,12,4,,
837,"Simplify the fraction 27/18.",3/2,9/5,5/8,8/3,12,1,,
838,"Simplify the fraction 54/45.",6/5,4/7,8/5,8/3,12,1,,
839,"Simplify the fraction 15/40.",8/3,5/4,7/9,3/8,12,4,,
840,"Simplify the fraction 16/56.",1/6,2/7,8/7,9/5,12,2,,
841,"Simplify the fraction 15/9.",1/3,5/3,7/6,8/5,12,2,,
842,"Simplify the fraction 81/72.",4/7,9/8,2/7,3/7,12,2,,
843,"Simplify the fraction 8/32.",1/4,7/2,1/7,5/9,12,1,,
844,"Simplify the fraction 8/16.",2/5,5/7,1/2,7/3,12,3,,
845,"Simplify the fraction 7/42.",7/6,3/7,8/3,1/6,12,4,,
846,"Simplify the fraction 4/24.",7/4,1/6,4/7,4/9,12,2,,
847,"Simplify the fraction 45/36.",3/2,9/5,7/8,5/4,12,4,,
848,"Simplify the fraction 20/16.",4/7,5/4,1/9,9/7,12,2,,
849,"Simplify the fraction 32/56.",5/7,8/3,4/7,5/2,12,3,,
850,"Simplify the fraction 36/30.",5/4,6/5,7/9,2/5,12,2,,
851,"Simplify the fraction 21/24.",3/7,4/9,7/8,8/9,12,3,,
852,"Simplify the fraction 12/20.",5/4,4/7,3/5,4/3,12,3,,
853,"Simplify the fraction 24/9.",9/7,5/2,4/3,8/3,12,4,,
854,"Simplify the fraction 3/21.",3/8,9/2,2/9,1/7,12,4,,
855,"Simplify the fraction 28/20.",7/5,3/2,6/7,9/8,12,1,,
856,"Simplify the fraction 32/36.",7/3,8/9,3/8,4/3,12,2,,
857,"Simplify the fraction 2/12.",5/2,1/6,8/3,1/9,12,2,,
858,"Simplify the fraction 45/18.",5/3,2/7,5/2,9/2,12,3,,
859,"Simplify the fraction 15/25.",3/5,5/4,7/4,3/2,12,1,,
860,"Simplify the fraction 42/35.",7/3,7/9,6/5,1/4,12,3,,
861,"Simplify the fraction 3/21.",1/7,7/4,5/9,7/6,12,1,,
862,"Simplify the fraction 3/21.",1/7,5/7,1/5,4/7,12,1,,
863,"Simplify the fraction 63/81.",1/2,6/7,9/5,7/9,12,4,,
864,"Simplify the fraction 27/24.",2/3,3/4,9/8,5/9,12,3,,
865,"Simplify the fraction 5/15.",7/6,1/3,2/9,9/2,12,2,,
866,"Simplify the fraction 7/21.",1/3,9/4,4/7,1/8,12,1,,
867,"Simplify the fraction 6/30.",9/7,1/5,5/2,3/7,12,2,,
868,"Simplify the fraction 35/25.",1/3,7/5,4/9,8/7,12,2,,
869,"Simplify the fraction 28/35.",5/3,8/7,4/7,4/5,12,4,,
870,"Simplify the fraction 40/32.",5/7,5/4,3/8,7/5,12,2,,
871,"Simplify the fraction 30/54.",5/2,5/9,5/3,9/7,12,2,,
872,"Simplify the fraction 16/18.",8/9,9/5,4/7,1/3,12,1,,
873,"Simplify the fraction 9/54.",5/3,7/5,2/9,1/6,12,4,,
874,"Simplify the fraction 7/56.",1/8,4/5,7/3,5/7,12,1,,
875,"Simplify the fraction 5/30.",1/6,2/7,1/3,4/3,12,1,,
876,"Simplify the fraction 4/10.",2/5,8/7,1/9,7/2,12,1,,
877,"Simplify the fraction 54/30.",7/5,2/9,9/5,7/6,12,3,,
878,"Simplify the fraction 35/25.",1/6,7/3,7/5,7/9,12,3,,
879,"Simplify the fraction 28/35.",7/9,5/9,4/5,3/2,12,3,,
880,"Simplify the fraction 30/35.",9/4,3/7,9/2,6/7,12,4,,
881,"Simplify the fraction 36/28.",9/7,5/3,2/7,7/6,12,1,,
882,"Simplify the fraction 15/40.",2/5,3/8,9/5,2/9,12,2,,
883,"Simplify the fraction 12/15.",7/2,3/8,4/5,8/3,12,3,,
884,"Simplify the fraction 20/12.",5/9,5/8,5/3,7/3,12,3,,
885,"Simplify the fraction 20/16.",5/4,4/7,8/5,7/3,12,1,,
886,"Simplify the fraction 7/42.",9/2,3/4,4/5,1/6,12,4,,
887,"Simplify the fraction 16/56.",1/3,2/7,4/9,7/4,12,2,,
888,"Simplify the fraction 24/20.",5/4,6/5,3/5,5/6,12,2,,
889,"Simplify the fraction 8/64.",1/8,1/2,3/8,5/4,12,1,,
890,"Simplify the fraction 18/30.",1/9,7/2,3/5,7/3,12,3,,
891,"Simplify the fraction 18/63.",2/7,1/5,2/3,4/9,12,1,,
892,"Simplify the fraction 14/16.",4/5,1/5,7/8,7/4,12,3,,
893,"Simplify the fraction 6/15.",2/5,7/6,5/2,7/5,12,1,,
894,"Simplify the fraction 14/6.",9/5,5/9,9/4,7/3,12,4,,
895,"Simplify the fraction 20/45.",9/2,4/9,5/9,7/6,12,2,,
896,"Simplify the fraction 4/24.",5/8,5/3,9/2,1/6,12,4,,
897,"Simplify the fraction 49/56.",7/8,5/3,9/5,1/8,12,1,,
898,"Simplify the fraction 5/10.",3/5,1/2,7/6,8/9,12,2,,
899,"Simplify the fraction 6/27.",2/9,8/7,8/9,7/5,12,1,,
900,"Simplify the fraction 48/56.",6/7,7/8,1/2,8/5,12,1,,
901,"Simplify the fraction 28/12.",9/8,4/3,7/3,5/2,12,3,,
902,"Simplify the fraction 18/42.",7/5,3/7,5/7,9/8,12,2,,
903,"Simplify the fraction 40/64.",5/8,9/4,8/7,7/5,12,1,,
904,"Simplify the fraction 8/40.",8/9,1/5,9/5,1/9,12,2,,
905,"Simplify the fraction 40/64.",1/4,8/9,5/8,9/7,12,3,,
906,"Simplify the fraction 12/20.",7/6,5/9,9/7,3/5,12,4,,
907,"Simplify the fraction 54/48.",3/5,5/9,7/3,9/8,12,4,,
908,"Simplify the fraction 3/15.",4/5,3/4,1/5,9/8,12,3,,
909,"Simplify the fraction 7/28.",1/3,7/8,1/4,3/2,12,3,,
910,"Simplify the fraction 30/42.",6/7,4/5,5/7,1/3,12,3,,
911,"Simplify the fraction 30/36.",5/4,5/6,3/5,1/8,12,2,,
912,"Simplify the fraction 18/45.",5/3,2/5,9/2,1/5,12,2,,
913,"Simplify the fraction 3/18.",1/9,4/9,3/2,1/6,12,4,,
914,"Simplify the fraction 4/12.",7/9,3/4,7/6,1/3,12,4,,
915,"Simplify the fraction 45/36.",3/5,5/4,7/4,9/5,12,2,,
916,"Simplify the fraction 8/40.",1/5,4/7,8/9,2/3,12,1,,
917,"Simplify the fraction 48/40.",6/5,7/4,7/9,7/5,12,1,,
918,"Simplify the fraction 28/32.",7/8,2/9,9/5,5/3,12,1,,
919,"Simplify the fraction 9/54.",1/9,1/6,5/8,5/4,12,2,,
920,"Simplify the fraction 18/12.",5/8,1/4,3/2,1/9,12,3,,
921,"Simplify the fraction 40/32.",6/5,2/3,5/4,2/5,12,3,,
922,"Simplify the fraction 12/14.",7/4,4/5,6/7,4/9,12,3,,
923,"Simplify the fraction 56/35.",8/9,8/3,7/3,8/5,12,4,,
924,"Simplify the fraction 3/18.",7/4,1/6,7/3,2/5,12,2,,
925,"Simplify the fraction 40/56.",9/5,5/7,7/4,3/4,12,2,,
926,"Simplify the fraction 45/18.",1/2,2/5,8/9,5/2,12,4,,
927,"Simplify the fraction 28/32.",7/2,7/8,1/9,8/7,12,2,,
928,"Simplify the fraction 15/35.",8/9,7/3,3/5,3/7,12,4,,
929,"Simplify the fraction 7/49.",1/4,1/7,4/3,6/5,12,2,,
930,"Simplify the fraction 15/9.",8/9,5/3,7/8,8/3,12,2,,
931,"Simplify the fraction 72/56.",9/8,3/4,9/7,3/5,12,3,,
932,"Simplify the fraction 10/4.",7/4,5/2,3/8,1/3,12,2,,
933,"Simplify the fraction 21/24.",3/2,5/4,7/8,3/5,12,3,,
934,"Simplify the fraction 10/15.",6/5,9/2,7/4,2/3,12,4,,
935,"Simplify the fraction 72/64.",1/2,9/8,8/3,1/9,12,2,,
936,"Simplify the fraction 8/14.",2/5,1/2,4/7,8/5,12,3,,
937,"Simplify the fraction 18/27.",2/3,1/8,4/9,7/9,12,1,,
938,"Simplify the fraction 12/32.",6/7,3/8,3/2,9/5,12,2,,
939,"Simplify the fraction 12/9.",1/3,3/4,3/7,4/3,12,4,,
940,"Simplify the fraction 8/28.",3/7,8/5,9/8,2/7,12,4,,
941,"Simplify the fraction 18/8.",9/4,1/2,3/2,4/9,12,1,,
942,"Simplify the fraction 21/15.",1/5,3/8,8/5,7/5,12,4,,
943,"Simplify the fraction 16/72.",8/9,1/2,8/3,2/9,12,4,,
944,"Simplify the fraction 18/4.",1/9,4/9,5/7,9/2,12,4,,
945,"Simplify the fraction 3/21.",1/4,1/7,2/7,9/4,12,2,,
946,"Simplify the fraction 24/16.",1/9,1/2,9/8,3/2,12,4,,
947,"Simplify the fraction 36/42.",6/7,8/7,5/2,7/6,12,1,,
948,"Simplify the fraction 3/21.",9/7,1/7,3/2,2/3,12,2,,
949,"Simplify the fraction 21/9.",7/8,8/3,4/5,7/3,12,4,,
950,"Simplify the fraction 72/63.",4/7,8/7,8/5,1/3,12,2,,
951,"Simplify the fraction 35/28.",1/4,5/4,7/5,6/7,12,2,,
952,"Simplify the fraction 48/40.",3/4,3/5,9/2,6/5,12,4,,
953,"Simplify the fraction 24/9.",1/9,8/3,2/7,1/7,12,2,,
954,"Simplify the fraction 45/81.",9/8,3/2,5/9,9/4,12,3,,
955,"Simplify the fraction 30/18.",8/7,5/3,5/9,9/2,12,2,,
956,"Simplify the fraction 56/32.",2/7,6/7,5/3,7/4,12,4,,
957,"Simplify the fraction 56/24.",4/9,7/8,7/3,1/9,12,3,,
958,"Simplify the fraction 2/14.",8/5,7/8,5/4,1/7,12,4,,
959,"Simplify the fraction 48/56.",5/7,7/2,8/3,6/7,12,4,,
960,"Simplify the fraction 3/21.",1/5,6/7,7/8,1/7,12,4,,
961,"Simplify the fraction 20/24.",2/3,8/9,7/3,5/6,12,4,,
962,"Simplify the fraction 63/56.",9/8,3/4,8/5,7/4,12,1,,
963,"Simplify the fraction 35/30.",1/4,5/4,2/7,7/6,12,4,,
964,"Simplify the fraction 14/49.",5/7,2/7,6/5,1/5,12,2,,
965,"Simplify the fraction 14/63.",1/5,2/9,5/4,3/4,12,2,,
966,"Simplify the fraction 40/72.",7/3,3/7,4/9,5/9,12,4,,
967,"Simplify the fraction 16/56.",4/3,9/5,2/7,8/9,12,3,,
968,"Simplify the fraction 81/18.",9/5,4/3,1/8,9/2,12,4,,
969,"Simplify the fraction 10/6.",5/9,3/2,5/3,3/5,12,3,,
970,"Simplify the fraction 36/81.",4/7,1/3,4/9,1/6,12,3,,
971,"Simplify the fraction 54/24.",6/7,9/2,9/4,2/5,12,3,,
972,"Simplify the fraction 63/56.",4/9,7/9,4/3,9/8,12,4,,
973,"Simplify the fraction 32/12.",2/3,8/3,3/5,2/7,12,2,,
974,"Simplify the fraction 27/21.",7/6,4/9,1/7,9/7,12,4,,
975,"Simplify the fraction 9/36.",7/9,1/5,1/4,5/9,12,3,,
976,"Simplify the fraction 14/8.",7/4,7/8,5/3,5/2,12,1,,
977,"Simplify the fraction 4/16.",3/7,1/4,1/5,5/8,12,2,,
978,"Simplify the fraction 24/56.",3/7,1/2,7/3,4/3,12,1,,
979,"Simplify the fraction 12/14.",2/3,2/5,6/7,7/8,12,3,,
980,"Simplify the fraction 45/27.",5/8,5/3,1/3,7/9,12,2,,
981,"Simplify the fraction 12/9.",3/5,4/3,1/4,8/3,12,2,,
982,"Simplify the fraction 28/63.",6/7,4/5,5/2,4/9,12,4,,
983,"Simplify the fraction 14/63.",2/9,5/4,3/8,1/2,12,1,,
984,"Simplify the fraction 3/18.",9/8,5/9,9/4,1/6,12,4,,
985,"Simplify the fraction 36/20.",4/9,3/2,9/5,8/9,12,3,,
986,"Simplify the fraction 49/21.",7/6,1/2,7/4,7/3,12,4,,
987,"Simplify the fraction 35/63.",4/7,8/3,5/9,5/3,12,3,,
988,"Simplify the fraction 8/48.",5/8,3/2,1/6,7/3,12,3,,
989,"Simplify the fraction 45/27.",5/9,5/3,7/3,2/5,12,2,,
990,"Simplify the fraction 20/15.",4/3,8/5,9/7,9/2,12,1,,
991,"Simplify the fraction 20/12.",3/8,5/3,7/4,5/2,12,2,,
992,"Simplify the fraction 16/24.",5/3,5/2,2/3,9/2,12,3,,
993,"Simplify the fraction 14/35.",5/8,6/5,2/7,2/5,12,4,,
994,"Simplify the fraction 8/36.",2/9,4/5,5/7,5/3,12,1,,
995,"Simplify the fraction 9/81.",1/9,3/8,2/9,7/5,12,1,,
996,"Simplify the fraction 12/9.",5/2,4/3,8/9,9/7,12,2,,
997,"Simplify the fraction 12/15.",8/5,4/5,5/6,5/2,12,2,,
998,"Simplify the fraction 18/45.",5/4,9/7,2/5,2/9,12,3,,
999,"Simplify the fraction 56/72.",9/8,7/9,4/9,5/2,12,2,,
1000,"Simplify the fraction 45/36.",5/4,2/3,5/8,5/6,12,1,,
