"Blooket
Import Template",,,,,,,,,
644,"Convert 0.395 to a percentage.",0.00395%,0.395%,3.95%,39.5%,60,4,,
645,"Convert 0.327% to a decimal fraction.",0.00327,0.327,32.7,327,60,1,,
646,"Convert 455% to a decimal fraction.",0.00455,0.0455,4.55,45.5,60,3,,
647,"Convert 0.00758 to a percentage.",0.00758%,0.758%,75.8%,758%,60,2,,
648,"Convert 0.0055 to a percentage.",0.0055%,0.55%,5.5%,550%,60,2,,
649,"Convert 0.00154 to a percentage.",0.00154%,0.154%,1.54%,15.4%,60,2,,
650,"Convert 0.00211 to a percentage.",0.00211%,0.211%,2.11%,211%,60,2,,
651,"Convert 0.869% to a decimal fraction.",0.00869,8.69,86.9,869,60,1,,
652,"Convert 3.68% to a decimal fraction.",0.00368,0.0368,36.8,368,60,2,,
653,"Convert 52.7% to a decimal fraction.",0.0527,0.527,5.27,527,60,2,,
654,"Convert 0.0254 to a percentage.",0.0254%,0.254%,2.54%,254%,60,3,,
655,"Convert 886% to a decimal fraction.",0.00886,0.0886,8.86,886,60,3,,
656,"Convert 0.235% to a decimal fraction.",0.00235,0.0235,0.235,2.35,60,1,,
657,"Convert 0.0378 to a percentage.",0.00378%,0.0378%,3.78%,378%,60,3,,
658,"Convert 0.339 to a percentage.",0.00339%,0.0339%,3.39%,33.9%,60,4,,
659,"Convert 9.62% to a decimal fraction.",0.0962,0.962,9.62,96.2,60,1,,
660,"Convert 0.176% to a decimal fraction.",0.00176,0.176,1.76,17.6,60,1,,
661,"Convert 499% to a decimal fraction.",0.0499,0.499,4.99,49.9,60,3,,
662,"Convert 0.016 to a percentage.",0.0016%,0.016%,1.6%,160%,60,3,,
663,"Convert 5.44 to a percentage.",0.0544%,0.544%,5.44%,544%,60,4,,
664,"Convert 0.742 to a percentage.",0.00742%,0.742%,7.42%,74.2%,60,4,,
665,"Convert 0.033 to a percentage.",0.0033%,0.033%,0.33%,3.3%,60,4,,
666,"Convert 0.0506 to a percentage.",0.00506%,0.506%,5.06%,50.6%,60,3,,
667,"Convert 0.668 to a percentage.",0.0668%,0.668%,6.68%,66.8%,60,4,,
668,"Convert 7.66% to a decimal fraction.",0.00766,0.0766,7.66,766,60,2,,
669,"Convert 0.0595 to a percentage.",0.00595%,0.595%,5.95%,59.5%,60,3,,
670,"Convert 0.404 to a percentage.",0.00404%,0.0404%,0.404%,40.4%,60,4,,
671,"Convert 5.44 to a percentage.",0.00544%,0.544%,5.44%,544%,60,4,,
672,"Convert 874% to a decimal fraction.",0.0874,0.874,8.74,874,60,3,,
673,"Convert 5.02% to a decimal fraction.",0.00502,0.0502,5.02,502,60,2,,
674,"Convert 78% to a decimal fraction.",0.78,7.8,78,780,60,1,,
675,"Convert 0.518% to a decimal fraction.",0.00518,0.0518,5.18,51.8,60,1,,
676,"Convert 30.8% to a decimal fraction.",0.00308,0.0308,0.308,30.8,60,3,,
677,"Convert 0.0856 to a percentage.",0.00856%,0.0856%,8.56%,85.6%,60,3,,
678,"Convert 7.53 to a percentage.",0.00753%,0.753%,7.53%,753%,60,4,,
679,"Convert 0.794 to a percentage.",0.0794%,0.794%,79.4%,794%,60,3,,
680,"Convert 0.134 to a percentage.",0.00134%,0.134%,13.4%,134%,60,3,,
681,"Convert 0.00443 to a percentage.",0.0443%,0.443%,44.3%,443%,60,2,,
682,"Convert 0.0887 to a percentage.",0.00887%,0.887%,8.87%,88.7%,60,3,,
683,"Convert 0.0432 to a percentage.",0.00432%,0.432%,4.32%,432%,60,3,,
684,"Convert 0.199% to a decimal fraction.",0.00199,0.0199,1.99,199,60,1,,
685,"Convert 0.0945 to a percentage.",0.0945%,0.945%,9.45%,94.5%,60,3,,
686,"Convert 0.0903 to a percentage.",0.00903%,0.903%,9.03%,903%,60,3,,
687,"Convert 0.313 to a percentage.",0.0313%,0.313%,3.13%,31.3%,60,4,,
688,"Convert 0.0507 to a percentage.",0.507%,5.07%,50.7%,507%,60,2,,
689,"Convert 23.6% to a decimal fraction.",0.00236,0.236,2.36,23.6,60,2,,
690,"Convert 58% to a decimal fraction.",0.0058,0.58,5.8,580,60,2,,
691,"Convert 0.00406 to a percentage.",0.00406%,0.0406%,0.406%,40.6%,60,3,,
692,"Convert 27.8% to a decimal fraction.",0.00278,0.278,2.78,27.8,60,2,,
693,"Convert 0.979% to a decimal fraction.",0.00979,0.0979,0.979,9.79,60,1,,
694,"Convert 1.99% to a decimal fraction.",0.00199,0.0199,0.199,19.9,60,2,,
695,"Convert 150% to a decimal fraction.",0.0015,0.015,1.5,150,60,3,,
696,"Convert 75.7% to a decimal fraction.",0.00757,0.757,7.57,757,60,2,,
697,"Convert 0.0577 to a percentage.",0.577%,5.77%,57.7%,577%,60,2,,
698,"Convert 596% to a decimal fraction.",0.00596,0.596,5.96,596,60,3,,
699,"Convert 920% to a decimal fraction.",0.0092,0.92,9.2,920,60,3,,
700,"Convert 5.05% to a decimal fraction.",0.00505,0.0505,0.505,5.05,60,2,,
701,"Convert 0.992 to a percentage.",0.00992%,0.0992%,9.92%,99.2%,60,4,,
702,"Convert 17.1% to a decimal fraction.",0.0171,0.171,1.71,171,60,2,,
703,"Convert 7.82% to a decimal fraction.",0.00782,0.0782,78.2,782,60,2,,
704,"Convert 0.0111 to a percentage.",0.0111%,0.111%,1.11%,11.1%,60,3,,
705,"Convert 123% to a decimal fraction.",0.00123,0.0123,0.123,1.23,60,4,,
706,"Convert 0.0518 to a percentage.",0.00518%,0.0518%,0.518%,5.18%,60,4,,
707,"Convert 797% to a decimal fraction.",0.0797,0.797,7.97,797,60,3,,
708,"Convert 56.1% to a decimal fraction.",0.0561,0.561,5.61,56.1,60,2,,
709,"Convert 7.82% to a decimal fraction.",0.00782,0.0782,0.782,7.82,60,2,,
710,"Convert 0.19% to a decimal fraction.",0.0019,0.019,0.19,19,60,1,,
711,"Convert 0.746 to a percentage.",0.0746%,0.746%,7.46%,74.6%,60,4,,
712,"Convert 120% to a decimal fraction.",0.12,1.2,12,120,60,2,,
713,"Convert 8.65% to a decimal fraction.",0.00865,0.0865,0.865,86.5,60,2,,
714,"Convert 4.5% to a decimal fraction.",0.0045,0.045,45,450,60,2,,
715,"Convert 0.0198 to a percentage.",0.0198%,0.198%,1.98%,19.8%,60,3,,
716,"Convert 1.19% to a decimal fraction.",0.0119,1.19,11.9,119,60,1,,
717,"Convert 0.836 to a percentage.",0.00836%,0.836%,8.36%,83.6%,60,4,,
718,"Convert 0.0104 to a percentage.",0.0104%,0.104%,1.04%,10.4%,60,3,,
719,"Convert 12% to a decimal fraction.",0.0012,0.12,1.2,12,60,2,,
720,"Convert 823% to a decimal fraction.",0.00823,0.0823,8.23,82.3,60,3,,
721,"Convert 58.2% to a decimal fraction.",0.0582,0.582,5.82,582,60,2,,
722,"Convert 0.0438 to a percentage.",0.00438%,0.438%,4.38%,43.8%,60,3,,
723,"Convert 2.92% to a decimal fraction.",0.0292,0.292,2.92,292,60,1,,
724,"Convert 0.00812 to a percentage.",0.0812%,0.812%,81.2%,812%,60,2,,
725,"Convert 0.00757 to a percentage.",0.00757%,0.757%,7.57%,75.7%,60,2,,
726,"Convert 0.012 to a percentage.",0.0012%,0.012%,1.2%,12%,60,3,,
727,"Convert 2.54 to a percentage.",0.00254%,0.0254%,0.254%,254%,60,4,,
728,"Convert 9.58% to a decimal fraction.",0.00958,0.0958,0.958,9.58,60,2,,
729,"Convert 9.19% to a decimal fraction.",0.00919,0.0919,9.19,919,60,2,,
730,"Convert 0.361 to a percentage.",0.00361%,0.0361%,0.361%,36.1%,60,4,,
731,"Convert 3.06 to a percentage.",0.00306%,0.0306%,30.6%,306%,60,4,,
732,"Convert 0.749% to a decimal fraction.",0.00749,0.0749,0.749,7.49,60,1,,
733,"Convert 494% to a decimal fraction.",0.00494,0.0494,4.94,49.4,60,3,,
734,"Convert 3.49% to a decimal fraction.",0.00349,0.0349,0.349,34.9,60,2,,
735,"Convert 10.1% to a decimal fraction.",0.0101,0.101,10.1,101,60,2,,
736,"Convert 1.87% to a decimal fraction.",0.0187,0.187,1.87,187,60,1,,
737,"Convert 0.749 to a percentage.",0.749%,7.49%,74.9%,749%,60,3,,
738,"Convert 0.00171 to a percentage.",0.0171%,0.171%,1.71%,171%,60,2,,
739,"Convert 0.45 to a percentage.",0.045%,4.5%,45%,450%,60,3,,
740,"Convert 0.0957 to a percentage.",0.0957%,0.957%,9.57%,957%,60,3,,
741,"Convert 0.0938 to a percentage.",0.0938%,9.38%,93.8%,938%,60,2,,
742,"Convert 3.59% to a decimal fraction.",0.0359,0.359,35.9,359,60,1,,
743,"Convert 845% to a decimal fraction.",0.845,8.45,84.5,845,60,2,,
744,"Convert 0.559 to a percentage.",0.00559%,0.0559%,55.9%,559%,60,3,,
745,"Convert 6.02 to a percentage.",0.00602%,0.0602%,60.2%,602%,60,4,,
746,"Convert 8.02% to a decimal fraction.",0.0802,0.802,80.2,802,60,1,,
747,"Convert 0.00879 to a percentage.",0.00879%,0.879%,8.79%,879%,60,2,,
748,"Convert 96.5% to a decimal fraction.",0.0965,0.965,9.65,965,60,2,,
749,"Convert 2.74% to a decimal fraction.",0.0274,0.274,27.4,274,60,1,,
750,"Convert 0.0558 to a percentage.",0.00558%,0.0558%,5.58%,55.8%,60,3,,
751,"Convert 7.08 to a percentage.",0.708%,7.08%,70.8%,708%,60,4,,
752,"Convert 0.00788 to a percentage.",0.0788%,0.788%,7.88%,788%,60,2,,
753,"Convert 0.0642 to a percentage.",0.00642%,6.42%,64.2%,642%,60,2,,
754,"Convert 0.00429 to a percentage.",0.00429%,0.0429%,0.429%,429%,60,3,,
755,"Convert 0.232% to a decimal fraction.",0.00232,0.0232,0.232,23.2,60,1,,
756,"Convert 1.27% to a decimal fraction.",0.0127,0.127,12.7,127,60,1,,
757,"Convert 301% to a decimal fraction.",0.0301,3.01,30.1,301,60,2,,
758,"Convert 0.0916 to a percentage.",0.00916%,0.916%,9.16%,916%,60,3,,
759,"Convert 0.04 to a percentage.",0.04%,4%,40%,400%,60,2,,
760,"Convert 0.718% to a decimal fraction.",0.00718,0.0718,0.718,71.8,60,1,,
761,"Convert 7.39 to a percentage.",0.0739%,7.39%,73.9%,739%,60,4,,
762,"Convert 1.78% to a decimal fraction.",0.0178,0.178,1.78,178,60,1,,
763,"Convert 75.5% to a decimal fraction.",0.0755,0.755,75.5,755,60,2,,
764,"Convert 0.0475 to a percentage.",0.00475%,0.475%,4.75%,475%,60,3,,
765,"Convert 1.94 to a percentage.",0.00194%,0.0194%,1.94%,194%,60,4,,
766,"Convert 0.0428 to a percentage.",0.428%,4.28%,42.8%,428%,60,2,,
767,"Convert 0.074 to a percentage.",0.0074%,0.074%,7.4%,740%,60,3,,
768,"Convert 0.762 to a percentage.",0.00762%,0.0762%,7.62%,76.2%,60,4,,
769,"Convert 0.216% to a decimal fraction.",0.00216,2.16,21.6,216,60,1,,
770,"Convert 0.824 to a percentage.",0.00824%,8.24%,82.4%,824%,60,3,,
771,"Convert 376% to a decimal fraction.",0.376,3.76,37.6,376,60,2,,
772,"Convert 8.18 to a percentage.",0.00818%,8.18%,81.8%,818%,60,4,,
773,"Convert 0.666 to a percentage.",0.00666%,0.0666%,6.66%,66.6%,60,4,,
774,"Convert 0.0413 to a percentage.",0.0413%,0.413%,4.13%,413%,60,3,,
775,"Convert 0.93 to a percentage.",0.0093%,0.93%,93%,930%,60,3,,
776,"Convert 18.8% to a decimal fraction.",0.0188,0.188,18.8,188,60,2,,
777,"Convert 0.0498 to a percentage.",0.00498%,0.0498%,4.98%,498%,60,3,,
778,"Convert 0.00372 to a percentage.",0.00372%,0.0372%,0.372%,372%,60,3,,
779,"Convert 708% to a decimal fraction.",0.00708,0.0708,0.708,7.08,60,4,,
780,"Convert 470% to a decimal fraction.",0.0047,0.47,4.7,47,60,3,,
781,"Convert 0.00199 to a percentage.",0.0199%,0.199%,1.99%,199%,60,2,,
782,"Convert 0.669% to a decimal fraction.",0.00669,0.0669,0.669,66.9,60,1,,
783,"Convert 9.98 to a percentage.",0.0998%,9.98%,99.8%,998%,60,4,,
784,"Convert 482% to a decimal fraction.",0.0482,4.82,48.2,482,60,2,,
785,"Convert 47% to a decimal fraction.",0.047,0.47,4.7,470,60,2,,
786,"Convert 9.29% to a decimal fraction.",0.0929,0.929,92.9,929,60,1,,
787,"Convert 0.539 to a percentage.",0.0539%,0.539%,53.9%,539%,60,3,,
788,"Convert 6.25% to a decimal fraction.",0.0625,0.625,62.5,625,60,1,,
789,"Convert 573% to a decimal fraction.",0.0573,0.573,5.73,573,60,3,,
790,"Convert 0.526 to a percentage.",0.00526%,0.526%,52.6%,526%,60,3,,
791,"Convert 0.00303 to a percentage.",0.00303%,0.303%,3.03%,30.3%,60,2,,
792,"Convert 8.72 to a percentage.",0.0872%,8.72%,87.2%,872%,60,4,,
793,"Convert 4.79% to a decimal fraction.",0.00479,0.0479,0.479,4.79,60,2,,
794,"Convert 41% to a decimal fraction.",0.0041,0.041,0.41,410,60,3,,
795,"Convert 0.758 to a percentage.",0.0758%,0.758%,7.58%,75.8%,60,4,,
796,"Convert 3% to a decimal fraction.",0.003,0.03,30,300,60,2,,
797,"Convert 0.227 to a percentage.",0.00227%,2.27%,22.7%,227%,60,3,,
798,"Convert 0.671% to a decimal fraction.",0.00671,0.0671,6.71,67.1,60,1,,
799,"Convert 714% to a decimal fraction.",0.00714,0.0714,0.714,7.14,60,4,,
800,"Convert 4.8 to a percentage.",0.48%,4.8%,48%,480%,60,4,,
801,"Convert 21.1% to a decimal fraction.",0.00211,0.211,2.11,21.1,60,2,,
802,"Convert 454% to a decimal fraction.",0.00454,0.0454,4.54,454,60,3,,
803,"Convert 513% to a decimal fraction.",0.0513,5.13,51.3,513,60,2,,
804,"Convert 0.00586 to a percentage.",0.00586%,0.586%,5.86%,586%,60,2,,
805,"Convert 6.53 to a percentage.",0.0653%,6.53%,65.3%,653%,60,4,,
806,"Convert 0.57 to a percentage.",0.057%,5.7%,57%,570%,60,3,,
807,"Convert 58.8% to a decimal fraction.",0.00588,0.0588,0.588,588,60,3,,
808,"Convert 2.84 to a percentage.",0.00284%,0.284%,2.84%,284%,60,4,,
809,"Convert 0.0564 to a percentage.",0.0564%,0.564%,5.64%,56.4%,60,3,,
810,"Convert 40.9% to a decimal fraction.",0.409,4.09,40.9,409,60,1,,
811,"Convert 0.819 to a percentage.",0.00819%,0.0819%,8.19%,81.9%,60,4,,
812,"Convert 0.00558 to a percentage.",0.00558%,0.558%,5.58%,558%,60,2,,
813,"Convert 25.1% to a decimal fraction.",0.00251,0.0251,0.251,2.51,60,3,,
814,"Convert 0.267% to a decimal fraction.",0.00267,0.0267,2.67,26.7,60,1,,
815,"Convert 7.46% to a decimal fraction.",0.0746,7.46,74.6,746,60,1,,
816,"Convert 0.00724 to a percentage.",0.0724%,0.724%,7.24%,72.4%,60,2,,
817,"Convert 0.636% to a decimal fraction.",0.00636,0.636,6.36,63.6,60,1,,
818,"Convert 0.00963 to a percentage.",0.0963%,0.963%,96.3%,963%,60,2,,
819,"Convert 7.84 to a percentage.",0.0784%,0.784%,78.4%,784%,60,4,,
820,"Convert 0.00741 to a percentage.",0.741%,7.41%,74.1%,741%,60,1,,
821,"Convert 9.82 to a percentage.",0.0982%,9.82%,98.2%,982%,60,4,,
822,"Convert 36% to a decimal fraction.",0.036,0.36,3.6,360,60,2,,
823,"Convert 0.00228 to a percentage.",0.0228%,0.228%,2.28%,228%,60,2,,
824,"Convert 0.561% to a decimal fraction.",0.00561,0.0561,0.561,561,60,1,,
825,"Convert 0.00154 to a percentage.",0.00154%,0.154%,1.54%,15.4%,60,2,,
826,"Convert 0.34 to a percentage.",0.0034%,0.034%,34%,340%,60,3,,
827,"Convert 0.00761 to a percentage.",0.761%,7.61%,76.1%,761%,60,1,,
828,"Convert 8.56 to a percentage.",0.00856%,0.856%,85.6%,856%,60,4,,
829,"Convert 0.295 to a percentage.",0.00295%,0.295%,2.95%,29.5%,60,4,,
830,"Convert 7.3% to a decimal fraction.",0.0073,0.073,7.3,73,60,2,,
831,"Convert 4.02% to a decimal fraction.",0.00402,0.0402,0.402,4.02,60,2,,
832,"Convert 3.93% to a decimal fraction.",0.00393,0.0393,39.3,393,60,2,,
833,"Convert 0.599% to a decimal fraction.",0.00599,5.99,59.9,599,60,1,,
834,"Convert 4.57 to a percentage.",0.457%,4.57%,45.7%,457%,60,4,,
835,"Convert 5.78% to a decimal fraction.",0.00578,0.0578,57.8,578,60,2,,
836,"Convert 0.941% to a decimal fraction.",0.00941,0.0941,9.41,94.1,60,1,,
837,"Convert 996% to a decimal fraction.",0.0996,0.996,9.96,99.6,60,3,,
838,"Convert 0.638 to a percentage.",0.00638%,0.0638%,6.38%,63.8%,60,4,,
839,"Convert 242% to a decimal fraction.",0.00242,0.242,2.42,242,60,3,,
840,"Convert 0.242% to a decimal fraction.",0.00242,0.0242,0.242,2.42,60,1,,
841,"Convert 1.57 to a percentage.",0.00157%,0.157%,15.7%,157%,60,4,,
842,"Convert 2.23% to a decimal fraction.",0.00223,0.0223,0.223,2.23,60,2,,
843,"Convert 0.00381 to a percentage.",0.00381%,0.0381%,0.381%,38.1%,60,3,,
844,"Convert 53% to a decimal fraction.",0.053,0.53,5.3,530,60,2,,
845,"Convert 0.591% to a decimal fraction.",0.00591,0.0591,0.591,591,60,1,,
846,"Convert 71.1% to a decimal fraction.",0.00711,0.0711,0.711,711,60,3,,
847,"Convert 185% to a decimal fraction.",0.0185,0.185,1.85,18.5,60,3,,
848,"Convert 66% to a decimal fraction.",0.0066,0.66,6.6,66,60,2,,
849,"Convert 0.917 to a percentage.",0.00917%,0.917%,91.7%,917%,60,3,,
850,"Convert 4.67 to a percentage.",0.00467%,0.0467%,46.7%,467%,60,4,,
851,"Convert 894% to a decimal fraction.",0.0894,0.894,8.94,894,60,3,,
852,"Convert 94.5% to a decimal fraction.",0.00945,0.945,9.45,945,60,2,,
853,"Convert 0.0625 to a percentage.",0.0625%,0.625%,6.25%,62.5%,60,3,,
854,"Convert 767% to a decimal fraction.",0.00767,0.767,7.67,76.7,60,3,,
855,"Convert 9.37 to a percentage.",0.937%,9.37%,93.7%,937%,60,4,,
856,"Convert 85.7% to a decimal fraction.",0.00857,0.0857,0.857,857,60,3,,
857,"Convert 9.02 to a percentage.",0.0902%,0.902%,90.2%,902%,60,4,,
858,"Convert 2.45% to a decimal fraction.",0.00245,0.0245,0.245,24.5,60,2,,
859,"Convert 0.796 to a percentage.",0.00796%,0.0796%,79.6%,796%,60,3,,
860,"Convert 5.83% to a decimal fraction.",0.0583,5.83,58.3,583,60,1,,
861,"Convert 3% to a decimal fraction.",0.003,0.03,0.3,30,60,2,,
862,"Convert 0.947% to a decimal fraction.",0.00947,0.0947,0.947,9.47,60,1,,
863,"Convert 770% to a decimal fraction.",0.0077,0.077,7.7,770,60,3,,
864,"Convert 0.00386 to a percentage.",0.00386%,0.0386%,0.386%,386%,60,3,,
865,"Convert 5.57% to a decimal fraction.",0.00557,0.0557,5.57,55.7,60,2,,
866,"Convert 0.667% to a decimal fraction.",0.00667,0.0667,0.667,667,60,1,,
867,"Convert 42.3% to a decimal fraction.",0.00423,0.423,4.23,42.3,60,2,,
868,"Convert 0.404% to a decimal fraction.",0.00404,0.404,40.4,404,60,1,,
869,"Convert 5.02% to a decimal fraction.",0.00502,0.0502,0.502,5.02,60,2,,
870,"Convert 0.277 to a percentage.",0.00277%,0.0277%,0.277%,27.7%,60,4,,
871,"Convert 7.72% to a decimal fraction.",0.00772,0.0772,0.772,7.72,60,2,,
872,"Convert 0.921 to a percentage.",0.00921%,0.921%,9.21%,92.1%,60,4,,
873,"Convert 0.0651 to a percentage.",0.651%,6.51%,65.1%,651%,60,2,,
874,"Convert 3.87 to a percentage.",0.00387%,0.387%,38.7%,387%,60,4,,
875,"Convert 140% to a decimal fraction.",0.0014,0.014,1.4,140,60,3,,
876,"Convert 49.3% to a decimal fraction.",0.0493,0.493,4.93,49.3,60,2,,
877,"Convert 99.4% to a decimal fraction.",0.00994,0.994,9.94,99.4,60,2,,
878,"Convert 2.4 to a percentage.",0.024%,0.24%,24%,240%,60,4,,
879,"Convert 2.85% to a decimal fraction.",0.00285,0.0285,0.285,2.85,60,2,,
880,"Convert 9.71 to a percentage.",0.00971%,0.971%,9.71%,971%,60,4,,
881,"Convert 0.0186 to a percentage.",0.00186%,0.0186%,1.86%,18.6%,60,3,,
882,"Convert 0.425% to a decimal fraction.",0.00425,0.425,4.25,42.5,60,1,,
883,"Convert 0.0139 to a percentage.",0.139%,1.39%,13.9%,139%,60,2,,
884,"Convert 0.725% to a decimal fraction.",0.00725,0.0725,0.725,72.5,60,1,,
885,"Convert 0.00214 to a percentage.",0.00214%,0.214%,2.14%,214%,60,2,,
886,"Convert 0.254% to a decimal fraction.",0.00254,0.254,2.54,25.4,60,1,,
887,"Convert 0.0967 to a percentage.",0.00967%,9.67%,96.7%,967%,60,2,,
888,"Convert 6.55% to a decimal fraction.",0.0655,0.655,6.55,65.5,60,1,,
889,"Convert 0.00495 to a percentage.",0.00495%,0.0495%,0.495%,495%,60,3,,
890,"Convert 4.61% to a decimal fraction.",0.00461,0.0461,0.461,461,60,2,,
891,"Convert 0.987% to a decimal fraction.",0.00987,0.987,9.87,98.7,60,1,,
892,"Convert 6.46 to a percentage.",0.646%,6.46%,64.6%,646%,60,4,,
893,"Convert 3.27% to a decimal fraction.",0.0327,0.327,3.27,32.7,60,1,,
894,"Convert 1.92 to a percentage.",0.0192%,1.92%,19.2%,192%,60,4,,
895,"Convert 0.705% to a decimal fraction.",0.00705,0.705,70.5,705,60,1,,
896,"Convert 0.242 to a percentage.",0.0242%,2.42%,24.2%,242%,60,3,,
897,"Convert 3.46% to a decimal fraction.",0.00346,0.0346,3.46,34.6,60,2,,
898,"Convert 8.86 to a percentage.",0.00886%,0.886%,8.86%,886%,60,4,,
899,"Convert 0.0665 to a percentage.",0.665%,6.65%,66.5%,665%,60,2,,
900,"Convert 4.34 to a percentage.",0.0434%,4.34%,43.4%,434%,60,4,,
901,"Convert 4.04 to a percentage.",0.00404%,0.404%,4.04%,404%,60,4,,
902,"Convert 0.00523 to a percentage.",0.0523%,0.523%,52.3%,523%,60,2,,
903,"Convert 0.941% to a decimal fraction.",0.00941,0.0941,9.41,94.1,60,1,,
904,"Convert 9.71 to a percentage.",0.0971%,0.971%,9.71%,971%,60,4,,
905,"Convert 0.775 to a percentage.",0.00775%,7.75%,77.5%,775%,60,3,,
906,"Convert 8.39% to a decimal fraction.",0.0839,0.839,83.9,839,60,1,,
907,"Convert 11.8% to a decimal fraction.",0.0118,0.118,1.18,118,60,2,,
908,"Convert 322% to a decimal fraction.",0.00322,3.22,32.2,322,60,2,,
909,"Convert 1.01 to a percentage.",0.0101%,0.101%,10.1%,101%,60,4,,
910,"Convert 0.378 to a percentage.",0.378%,3.78%,37.8%,378%,60,3,,
911,"Convert 0.661 to a percentage.",0.00661%,0.661%,66.1%,661%,60,3,,
912,"Convert 0.97 to a percentage.",0.097%,0.97%,97%,970%,60,3,,
913,"Convert 0.56% to a decimal fraction.",0.0056,0.056,5.6,56,60,1,,
914,"Convert 0.0281 to a percentage.",0.0281%,0.281%,2.81%,28.1%,60,3,,
915,"Convert 0.0349 to a percentage.",0.00349%,3.49%,34.9%,349%,60,2,,
916,"Convert 0.69 to a percentage.",0.0069%,0.69%,6.9%,69%,60,4,,
917,"Convert 9.76% to a decimal fraction.",0.0976,0.976,9.76,976,60,1,,
918,"Convert 8.86% to a decimal fraction.",0.00886,0.0886,0.886,8.86,60,2,,
919,"Convert 47.8% to a decimal fraction.",0.478,4.78,47.8,478,60,1,,
920,"Convert 424% to a decimal fraction.",0.00424,0.0424,4.24,42.4,60,3,,
921,"Convert 964% to a decimal fraction.",0.0964,0.964,9.64,964,60,3,,
922,"Convert 0.0068 to a percentage.",0.0068%,0.68%,68%,680%,60,2,,
923,"Convert 0.0566 to a percentage.",0.00566%,0.0566%,0.566%,5.66%,60,4,,
924,"Convert 0.00217 to a percentage.",0.0217%,0.217%,2.17%,21.7%,60,2,,
925,"Convert 698% to a decimal fraction.",0.00698,0.0698,0.698,6.98,60,4,,
926,"Convert 0.00204 to a percentage.",0.00204%,0.204%,2.04%,20.4%,60,2,,
927,"Convert 8.78 to a percentage.",0.00878%,0.878%,87.8%,878%,60,4,,
928,"Convert 1.67% to a decimal fraction.",0.00167,0.0167,0.167,16.7,60,2,,
929,"Convert 9.02 to a percentage.",0.00902%,0.902%,90.2%,902%,60,4,,
930,"Convert 0.125% to a decimal fraction.",0.00125,0.0125,0.125,1.25,60,1,,
931,"Convert 407% to a decimal fraction.",0.0407,0.407,4.07,407,60,3,,
932,"Convert 0.0661 to a percentage.",0.0661%,6.61%,66.1%,661%,60,2,,
933,"Convert 0.401% to a decimal fraction.",0.00401,0.0401,4.01,40.1,60,1,,
934,"Convert 6.2 to a percentage.",0.062%,0.62%,6.2%,620%,60,4,,
935,"Convert 0.00244 to a percentage.",0.00244%,0.0244%,0.244%,24.4%,60,3,,
936,"Convert 380% to a decimal fraction.",0.0038,3.8,38,380,60,2,,
937,"Convert 0.874% to a decimal fraction.",0.00874,0.874,87.4,874,60,1,,
938,"Convert 0.0351 to a percentage.",0.0351%,0.351%,3.51%,351%,60,3,,
939,"Convert 0.00484 to a percentage.",0.00484%,0.484%,4.84%,484%,60,2,,
940,"Convert 9.68 to a percentage.",0.00968%,0.0968%,0.968%,968%,60,4,,
941,"Convert 0.853% to a decimal fraction.",0.00853,8.53,85.3,853,60,1,,
942,"Convert 0.394% to a decimal fraction.",0.00394,0.394,39.4,394,60,1,,
943,"Convert 0.25% to a decimal fraction.",0.0025,0.025,2.5,250,60,1,,
944,"Convert 624% to a decimal fraction.",0.00624,6.24,62.4,624,60,2,,
945,"Convert 0.0845 to a percentage.",0.0845%,8.45%,84.5%,845%,60,2,,
946,"Convert 916% to a decimal fraction.",0.00916,0.916,9.16,916,60,3,,
947,"Convert 3.67 to a percentage.",0.00367%,0.367%,36.7%,367%,60,4,,
948,"Convert 376% to a decimal fraction.",0.00376,0.0376,0.376,3.76,60,4,,
949,"Convert 51% to a decimal fraction.",0.51,5.1,51,510,60,1,,
950,"Convert 45.7% to a decimal fraction.",0.00457,0.457,4.57,457,60,2,,
951,"Convert 9.68% to a decimal fraction.",0.00968,0.0968,96.8,968,60,2,,
952,"Convert 5.42% to a decimal fraction.",0.0542,0.542,5.42,54.2,60,1,,
953,"Convert 0.613 to a percentage.",0.0613%,0.613%,61.3%,613%,60,3,,
954,"Convert 0.223 to a percentage.",0.223%,2.23%,22.3%,223%,60,3,,
955,"Convert 0.00227 to a percentage.",0.227%,2.27%,22.7%,227%,60,1,,
956,"Convert 0.896 to a percentage.",0.00896%,0.896%,89.6%,896%,60,3,,
957,"Convert 56.5% to a decimal fraction.",0.00565,0.565,56.5,565,60,2,,
958,"Convert 21.9% to a decimal fraction.",0.00219,0.0219,0.219,2.19,60,3,,
959,"Convert 1.35 to a percentage.",0.00135%,1.35%,13.5%,135%,60,4,,
960,"Convert 0.93 to a percentage.",0.093%,0.93%,9.3%,93%,60,4,,
961,"Convert 55.4% to a decimal fraction.",0.00554,0.0554,0.554,554,60,3,,
962,"Convert 0.00731 to a percentage.",0.00731%,0.0731%,0.731%,73.1%,60,3,,
963,"Convert 7.13% to a decimal fraction.",0.0713,7.13,71.3,713,60,1,,
964,"Convert 2.43% to a decimal fraction.",0.0243,0.243,2.43,24.3,60,1,,
965,"Convert 0.00256 to a percentage.",0.00256%,0.0256%,0.256%,2.56%,60,3,,
966,"Convert 2.92 to a percentage.",0.0292%,2.92%,29.2%,292%,60,4,,
